年份,縣市,車款,排氣量,售價,里程數,瀏覽率,連結,圖片連結
2008,高雄市,Porsche Cayman Cayman S(987),3.4L,103.8萬,9.4萬km,2141,https://auto.8891.com.tw/usedauto-infos-3438060.html?display__sale_code=9005011&flow_id=81d293c7-7ed0-4f85-8962-cf5f44bb5a7a,https://p2.8891.com.tw/2023/03/13/1678695620396140_440_330.jpg
2009,桃園市,Porsche Panamera Panamera S,4.8L,86萬,13.0萬km,558,https://auto.8891.com.tw/usedauto-infos-3434645.html?display__sale_code=&flow_id=d5f2e10c-cf3a-436a-8570-af54f8d21ae8,https://p2.8891.com.tw/2023/03/10/1678424496844368_440_330.jpg
2009,台南市,Porsche Panamera Panamera 4S,4.8L,79.9萬,18.0萬km,1291,https://auto.8891.com.tw/usedauto-infos-3420346.html?display__sale_code=&flow_id=c4f2ffe9-6436-4453-8991-5296062e2f63,https://p1.8891.com.tw/2022/03/08/1646713423411147_440_330.jpg
2009,台北市,Porsche 911 911 GT2,3.6L,799萬,3.4萬km,1332,https://auto.8891.com.tw/usedauto-infos-3426607.html?display__sale_code=&flow_id=de59d67d-4104-4c30-9646-a88a31b05e3b,https://p2.8891.com.tw/2023/03/03/4/1677826668621762_440_330.jpg
2009,桃園市,Porsche Boxster Boxster S,3.4L,116.8萬,6.0萬km,1813,https://auto.8891.com.tw/usedauto-infos-3404620.html?display__sale_code=&flow_id=5f909849-a780-4ab4-9307-94f77593a746,https://p2.8891.com.tw/2023/02/09/1675944400285320_440_330.jpg
2009,台北市,Porsche Cayman Cayman S(987),3.4L,132萬,8.0萬km,978,https://auto.8891.com.tw/usedauto-infos-3418254.html?display__sale_code=&flow_id=ebd957af-cc09-4a8a-8789-464ae9e9547a,https://p2.8891.com.tw/2023/02/22/1677079109742204_440_330.jpg
2009,桃園市,Porsche Cayenne Cayenne,3.6L,58.8萬,6.5萬km,532,https://auto.8891.com.tw/usedauto-infos-3431826.html?display__sale_code=&flow_id=a92c8e2e-c3bd-4c27-9ff0-859c8295773e,https://p2.8891.com.tw/2023/03/08/1678240626195040_440_330.jpg
2009,台北市,Porsche Boxster Boxster,2.9L,115萬,5.9萬km,908,https://auto.8891.com.tw/usedauto-infos-3446634.html?display__sale_code=&flow_id=4f0aae2a-c3a2-4f1f-a794-08e269658d5b,https://p1.8891.com.tw/2023/02/04/0/1675502567312161_440_330.jpg
2010,桃園市,Porsche Panamera Panamera 4S,4.8L,95萬,13.0萬km,697,https://auto.8891.com.tw/usedauto-infos-3441118.html?display__sale_code=&flow_id=b799ddae-a478-45cf-b48b-d301563a0c29,https://p1.8891.com.tw/2023/03/15/4/1678893636077041_440_330.jpg
2010,台中市,Porsche Panamera Panamera,3.6L,99.8萬,12.0萬km,492,https://auto.8891.com.tw/usedauto-infos-3427554.html?display__sale_code=&flow_id=aaad0718-a8e2-48ae-bbb4-ed7bd23cd41a,https://p1.8891.com.tw/2022/12/23/1671771183238387_440_330.jpg
2010,桃園市,Porsche 911 911 Turbo,3.8L,458萬,4.2萬km,952,https://auto.8891.com.tw/usedauto-infos-3441880.html?display__sale_code=9005011&flow_id=60fcd172-6897-4d35-b272-7abe43b28dcd,https://p2.8891.com.tw/2023/01/13/1673584303545036_440_330.jpg
2010,台北市,Porsche Panamera Panamera,3.6L,130萬,5.0萬km,310,https://auto.8891.com.tw/usedauto-infos-3445915.html?display__sale_code=&flow_id=885ffe64-32db-412a-9de1-f0ad41aeede3,https://p1.8891.com.tw/2023/02/14/3/1676304033591251_440_330.jpg
2010,新北市,Porsche Panamera Panamera,3.6L,80萬,8.0萬km,753,https://auto.8891.com.tw/usedauto-infos-3446810.html?display__sale_code=&flow_id=5c1f0559-e708-4fbe-aad7-e20bc9e490ab,https://p1.8891.com.tw/2022/09/12/1662957829197577_440_330.jpg
2010,台北市,Porsche Panamera Panamera 4S,4.8L,108萬,7.5萬km,2445,https://auto.8891.com.tw/usedauto-infos-3430564.html?display__sale_code=3012001&flow_id=ecdf0e2f-a030-44af-a176-ff52251c059a,https://p2.8891.com.tw/2023/03/06/1678116002978030_440_330.jpg
2010,台北市,Porsche Panamera Panamera,3.6L,98萬,18.1萬km,2404,https://auto.8891.com.tw/usedauto-infos-3299624.html?display__sale_code=&flow_id=724221cc-a81f-4ecb-b33a-2770fa372bb2,https://p2.8891.com.tw/2022/06/25/1656151505542138_440_330.jpg
2010,新北市,Porsche Panamera Panamera,3.6L,102.8萬,11.0萬km,5302,https://auto.8891.com.tw/usedauto-infos-3044021.html?display__sale_code=9005011&flow_id=3ea8d041-2cb9-480e-9ebf-e813bfce851f,https://p1.8891.com.tw/2023/01/06/1672998005273175_440_330.jpg
2010,桃園市,Porsche Panamera Panamera,3.6L,92萬,16.3萬km,213,https://auto.8891.com.tw/usedauto-infos-3446341.html?display__sale_code=&flow_id=0999dcbc-dd29-44d5-8d93-3addcd509be6,https://p1.8891.com.tw/2022/11/18/1668757542914429_440_330.jpg
2010,台中市,Porsche Panamera Panamera,3.6L,80萬,10.0萬km,2208,https://auto.8891.com.tw/usedauto-infos-3396048.html?display__sale_code=&flow_id=ff8dda8c-5802-453a-b9f3-1e43c2dbb82f,https://p2.8891.com.tw/2021/01/06/1609919527738038_440_330.jpg
2010,新北市,Porsche Panamera Panamera,3.6L,107.8萬,11.8萬km,5086,https://auto.8891.com.tw/usedauto-infos-3043672.html?display__sale_code=&flow_id=1a7d9692-1e44-4a6a-a8f2-38cdb425499e,https://p1.8891.com.tw/2023/01/28/1674885148183407_440_330.jpg
2010,桃園市,Porsche 911 911 Turbo S,3.8L,498萬,9.0萬km,331,https://auto.8891.com.tw/usedauto-infos-3454686.html?display__sale_code=9005011&flow_id=8f8e0227-c4f6-46e9-8479-24b621273426,https://p1.8891.com.tw/2023/03/29/1680076850595109_440_330.jpg
2010,台南市,Porsche Cayenne Cayenne Turbo,4.8L,92.5萬,19.0萬km,926,https://auto.8891.com.tw/usedauto-infos-3423463.html?display__sale_code=&flow_id=b88ebead-72e6-43ea-8f87-f654505e2395,https://p1.8891.com.tw/2022/09/07/1662527482105521_440_330.jpg
2010,台中市,Porsche 911 911 Carrera 4S,3.8L,298萬,6.4萬km,230,https://auto.8891.com.tw/usedauto-infos-3455336.html?display__sale_code=&flow_id=4839326f-9829-483d-97d0-0249494e036e,https://p2.8891.com.tw/2023/02/28/1677554990083930_440_330.jpg
2010,新北市,Porsche Panamera Panamera,3.6L,104.8萬,11.0萬km,3646,https://auto.8891.com.tw/usedauto-infos-3044513.html?display__sale_code=9005013&flow_id=a2736c30-f7f1-4340-bbd0-7d05bf0f79e4,https://p2.8891.com.tw/2022/02/26/1645805718800436_440_330.jpg
2010,嘉義縣,Porsche Panamera Panamera S,4.8L,98.8萬,8.4萬km,173,https://auto.8891.com.tw/usedauto-infos-3453774.html?display__sale_code=&flow_id=77f1e202-d7f6-4b09-978a-1f64699c5ec8,https://p2.8891.com.tw/2023/03/28/1679993501714242_440_330.jpg
2010,新北市,Porsche Panamera Panamera,3.6L,102.8萬,11.0萬km,2134,https://auto.8891.com.tw/usedauto-infos-3043661.html?display__sale_code=&flow_id=5f05e1a9-430f-49f2-944e-af6dd40092c2,https://p1.8891.com.tw/2023/01/07/1673082244033297_440_330.jpg
2010,新北市,Porsche Panamera Panamera,3.6L,102.8萬,11.0萬km,1456,https://auto.8891.com.tw/usedauto-infos-3389270.html?display__sale_code=9005011&flow_id=9292145a-aaf9-4319-866f-7ab3f52fa21a,https://p2.8891.com.tw/2022/02/27/1645942622832610_440_330.jpg
2010,台南市,Porsche Cayman Cayman,2.9L,113萬,8.7萬km,1066,https://auto.8891.com.tw/usedauto-infos-3442341.html?display__sale_code=&flow_id=d893c535-3803-4f9f-94e9-35ba13912dca,https://p1.8891.com.tw/2023/04/02/6/1680406628455453_440_330.jpg
2010,台北市,Porsche Cayenne Cayenne Turbo,4.8L,120萬,4.0萬km,217,https://auto.8891.com.tw/usedauto-infos-3452794.html?display__sale_code=&flow_id=0f717e49-6c1b-41e1-b2f0-e8ccfb22a06d,https://p1.8891.com.tw/2023/03/27/1679910554263593_440_330.jpg
2010,新北市,Porsche Panamera Panamera,3.6L,107.8萬,11.8萬km,2825,https://auto.8891.com.tw/usedauto-infos-3045336.html?display__sale_code=&flow_id=9d842496-f2be-40a5-bd2b-f00f8262e670,https://p1.8891.com.tw/2022/02/26/1645882153400725_440_330.jpg
2011,台中市,Porsche Panamera Panamera,3.6L,119.8萬,7.2萬km,646,https://auto.8891.com.tw/usedauto-infos-3423779.html?display__sale_code=&flow_id=85f972c8-bc4e-48d4-98aa-ab1563b5a28f,https://p1.8891.com.tw/2022/05/04/1651664872471933_440_330.jpg
2011,台北市,Porsche Cayenne Cayenne S,4.8L,76.8萬,16.0萬km,282,https://auto.8891.com.tw/usedauto-infos-3439399.html?display__sale_code=&flow_id=0cb22da8-b5ae-4a89-b60f-30de66425a7f,https://p2.8891.com.tw/2023/01/09/1673260970635004_440_330.jpg
2011,台中市,Porsche Panamera Panamera,3.6L,109.8萬,7.9萬km,295,https://auto.8891.com.tw/usedauto-infos-3446986.html?display__sale_code=&flow_id=ecba04a4-fd14-4b65-8d11-d18af21abccb,https://p2.8891.com.tw/2023/03/21/0/1679389160257854_440_330.jpg
2011,新北市,Porsche Cayenne Cayenne,3.6L,83.8萬,9.0萬km,116,https://auto.8891.com.tw/usedauto-infos-3442683.html?display__sale_code=&flow_id=49187a6f-9481-4cf2-80d5-ccd3e516c76e,https://p2.8891.com.tw/2022/11/29/1669689594095680_440_330.jpg
2011,高雄市,Porsche Panamera Panamera,3.6L,109萬,9.3萬km,398,https://auto.8891.com.tw/usedauto-infos-3409103.html?display__sale_code=&flow_id=2f7024c1-1b1c-474a-9d75-7df5d353852c,https://p2.8891.com.tw/2023/02/14/1676344544926308_440_330.jpg
2011,新北市,Porsche Cayenne Cayenne,3.6L,83萬,9.0萬km,205,https://auto.8891.com.tw/usedauto-infos-3434360.html?display__sale_code=&flow_id=65dc005d-65ab-4528-9423-e82502c5d5c0,https://p1.8891.com.tw/2022/11/03/1667449846424633_440_330.jpg
2011,新北市,Porsche 911 911 Carrera S,3.8L,328萬,6.0萬km,982,https://auto.8891.com.tw/usedauto-infos-3435512.html?display__sale_code=&flow_id=e7770004-f817-4a21-85b5-12062e470e05,https://p1.8891.com.tw/2023/03/11/1678466388903795_440_330.jpg
2011,台中市,Porsche Panamera Panamera,3.6L,129.8萬,2.0萬km,811,https://auto.8891.com.tw/usedauto-infos-3426896.html?display__sale_code=&flow_id=49e045d9-6a10-4fcb-a960-34ca515cc62f,https://p1.8891.com.tw/2023/03/07/1678173983908841_440_330.jpg
2011,台北市,Porsche Panamera Panamera 4,3.6L,129.8萬,3.2萬km,1967,https://auto.8891.com.tw/usedauto-infos-3428794.html?display__sale_code=&flow_id=f288a928-dd0b-49b4-9013-85efcbb19a71,https://p2.8891.com.tw/2023/03/05/1678001769207548_440_330.jpg
2011,台北市,Porsche Panamera Panamera S,4.8L,96萬,9.6萬km,7767,https://auto.8891.com.tw/usedauto-infos-3313749.html?display__sale_code=3012001&flow_id=33ed08a1-2b83-4cfd-8214-74edb6bca6e0,https://p1.8891.com.tw/2022/11/11/1668142624460139_440_330.jpg
2011,台北市,Porsche Cayenne Cayenne Diesel,3.0L,86.8萬,12.0萬km,761,https://auto.8891.com.tw/usedauto-infos-3392994.html?display__sale_code=&flow_id=5644a4dc-d8f0-4aea-ae70-9bc4aa64e3ec,https://p1.8891.com.tw/2023/02/28/1677572440871645_440_330.jpg
2011,新北市,Porsche Cayenne Cayenne,3.6L,83.8萬,9.0萬km,105,https://auto.8891.com.tw/usedauto-infos-3434650.html?display__sale_code=&flow_id=031cf89c-8b09-4267-8dec-2518058299f5,https://p2.8891.com.tw/2023/01/07/1673056674388956_440_330.jpg
2011,台南市,Porsche Cayenne Cayenne,3.0L,65萬,7.6萬km,421,https://auto.8891.com.tw/usedauto-infos-3443689.html?display__sale_code=&flow_id=404c0ab5-b4ed-4d59-9a77-cab5dbcfde89,https://p1.8891.com.tw/2023/03/18/1679111804363349_440_330.jpg
2011,新北市,Porsche Cayenne Cayenne,3.6L,83.8萬,15.0萬km,4971,https://auto.8891.com.tw/usedauto-infos-3232122.html?display__sale_code=9005012&flow_id=2ce36b76-3066-489c-a4a4-73a72ec98300,https://p1.8891.com.tw/2022/08/27/1661590282350761_440_330.jpg
2011,台中市,Porsche Cayenne Cayenne S,3.0L,88.8萬,12.0萬km,870,https://auto.8891.com.tw/usedauto-infos-3373057.html?display__sale_code=&flow_id=5f3f226a-6fa5-4aec-be98-f028d70004da,https://p1.8891.com.tw/2022/06/18/1655538577187575_440_330.jpg
2011,台北市,Porsche Cayenne Cayenne Diesel,3.0L,105萬,8.3萬km,740,https://auto.8891.com.tw/usedauto-infos-3385667.html?display__sale_code=&flow_id=f396e6bd-9580-44a4-839f-20df35c45355,https://p2.8891.com.tw/2022/10/31/4/1667231958432430_440_330.jpg
2011,台北市,Porsche Cayman Cayman S(987),3.4L,160萬,7.8萬km,244,https://auto.8891.com.tw/usedauto-infos-3455601.html?display__sale_code=&flow_id=70808042-9d48-4f15-8a89-74e54641d9b7,https://p2.8891.com.tw/2023/03/30/1680163639466920_440_330.jpg
2011,新北市,Porsche Cayenne Cayenne,3.6L,83.8萬,15.0萬km,175,https://auto.8891.com.tw/usedauto-infos-3438137.html?display__sale_code=&flow_id=a96f08f8-2a08-420c-92a3-3eedfadf3c31,https://p2.8891.com.tw/2022/08/16/1660645598634196_440_330.jpg
2011,台北市,Porsche Cayenne Cayenne,3.6L,93.8萬,13.0萬km,3528,https://auto.8891.com.tw/usedauto-infos-3350556.html?display__sale_code=3010013&flow_id=d47a22cb-309c-4b39-a3e2-1cb62f7bc591,https://p2.8891.com.tw/2022/12/14/1671008010070104_440_330.png
2011,桃園市,Porsche Cayenne Cayenne S Hybrid,3.0L,95.8萬,13.0萬km,60,https://auto.8891.com.tw/usedauto-infos-3453148.html?display__sale_code=&flow_id=94443194-a940-4098-b36c-0a345a526c0f,https://p2.8891.com.tw/2023/02/25/1677298943804994_440_330.jpg
2011,台中市,Porsche Cayenne Cayenne Turbo,4.8L,119.8萬,8.0萬km,218,https://auto.8891.com.tw/usedauto-infos-3447705.html?display__sale_code=&flow_id=ce4e90af-56e0-4cdb-82ae-1061fcabae7b,https://p1.8891.com.tw/2022/05/23/1653277801745269_440_330.jpg
2011,台北市,Porsche Cayenne Cayenne,3.6L,88萬,8.0萬km,1843,https://auto.8891.com.tw/usedauto-infos-3413063.html?display__sale_code=3002001&flow_id=6c577e72-ed15-4089-9b4d-0b24f7248393,https://p2.8891.com.tw/2022/03/21/1647845608936604_440_330.jpg
2011,桃園市,Porsche Panamera Panamera Diesel,3.0L,116萬,12.0萬km,160,https://auto.8891.com.tw/usedauto-infos-3447283.html?display__sale_code=&flow_id=72d8cf69-3df5-48fd-9840-ab363b511ed3,https://p1.8891.com.tw/2023/03/21/1679397804117943_440_330.jpg
2011,新北市,Porsche Cayenne Cayenne,3.6L,86.8萬,11.0萬km,346,https://auto.8891.com.tw/usedauto-infos-3436745.html?display__sale_code=&flow_id=f8de3220-bb9b-44e0-bf11-807e9bf32d88,https://p1.8891.com.tw/2023/02/14/1676353176901045_440_330.jpg
2011,台中市,Porsche Panamera Panamera,3.6L,129.8萬,7.0萬km,1074,https://auto.8891.com.tw/usedauto-infos-3398920.html?display__sale_code=&flow_id=39a339e2-f958-4d7b-b71a-e44dd2af055a,https://p1.8891.com.tw/2022/12/06/1670314580413253_440_330.jpg
2011,新北市,Porsche Cayenne Cayenne,3.6L,79.9萬,14.0萬km,282,https://auto.8891.com.tw/usedauto-infos-3448719.html?display__sale_code=&flow_id=2aeb2eb2-b7ad-4a49-bf9b-3acb5be43037,https://p2.8891.com.tw/2023/03/23/1679544226566272_440_330.jpg
2011,新北市,Porsche Cayenne Cayenne,3.6L,83.8萬,9.0萬km,1946,https://auto.8891.com.tw/usedauto-infos-3223923.html?display__sale_code=9005011&flow_id=27a5328e-da60-40f1-aed1-9a94fed1247f,https://p2.8891.com.tw/2023/01/11/1673425361332530_440_330.jpg
2011,新北市,Porsche Cayenne Cayenne,3.6L,83.8萬,9.0萬km,2135,https://auto.8891.com.tw/usedauto-infos-3286904.html?display__sale_code=&flow_id=1f257e3a-c614-47e1-8063-6b1b68f867ad,https://p2.8891.com.tw/2022/08/16/1660634116754316_440_330.jpg
2011,新北市,Porsche Panamera Panamera,3.6L,104.5萬,9.0萬km,553,https://auto.8891.com.tw/usedauto-infos-3429404.html?display__sale_code=&flow_id=54280498-f28f-4585-ad0c-e1f1e9059694,https://p2.8891.com.tw/2022/11/04/1667560044663300_440_330.jpg
2011,新北市,Porsche Panamera Panamera S,4.8L,99.8萬,9.7萬km,569,https://auto.8891.com.tw/usedauto-infos-3399822.html?display__sale_code=&flow_id=0109d24c-f654-49b8-96c5-aa659a3fa7c0,https://p1.8891.com.tw/2022/06/07/1654575724810275_440_330.jpg
