年份,縣市,車款,排氣量,售價,里程數,瀏覽率,連結,圖片連結
2004,新北市,Ford Tierra/鐵而瑞,1.6L,5萬,17.0萬km,214,https://auto.8891.com.tw/usedauto-infos-3444279.html?display__sale_code=&flow_id=26c8a3f6-550c-4329-b926-0166cfc773da,https://p2.8891.com.tw/2021/10/20/1634727223695498_440_330.jpg
2004,台中市,Ford Escape,2.3L,5.5萬,22.0萬km,5,https://auto.8891.com.tw/usedauto-infos-3457145.html?display__sale_code=&flow_id=1534461f-3a6a-4081-beb4-a331e3742ab2,https://p1.8891.com.tw/2023/03/31/2/1680271335527017_440_330.jpg
2004,基隆市,Ford Tierra/鐵而瑞,1.6L,8萬,9.6萬km,533,https://auto.8891.com.tw/usedauto-infos-3432604.html?display__sale_code=&flow_id=064e0a00-809b-4b28-b9de-d2cdc06cdc3d,https://p1.8891.com.tw/2023/03/08/4/1678266607833327_440_330.jpg
2004,台中市,Ford Escape,2.3L,12.8萬,12.0萬km,199,https://auto.8891.com.tw/usedauto-infos-3404590.html?display__sale_code=&flow_id=9055aa36-bc13-450b-a7f6-87f282bd26d3,https://p2.8891.com.tw/2022/07/07/0/1657153345971510_440_330.jpg
2004,桃園市,Ford MAV/愛斯昂,2.0L,5.5萬,19.0萬km,268,https://auto.8891.com.tw/usedauto-infos-3428210.html?display__sale_code=9005001&flow_id=fd57fafe-bbc4-4ee0-9424-fb7da2bf73b4,https://p1.8891.com.tw/2023/03/07/1678190262915511_440_330.jpg
2004,台南市,Ford PRZ,1.1L以下,13.8萬,12.3萬km,280,https://auto.8891.com.tw/usedauto-infos-3442569.html?display__sale_code=&flow_id=d8901851-055f-425a-a8f2-d5d3d0201c60,https://p2.8891.com.tw/2022/12/14/1671025356711206_440_330.jpg
2004,高雄市,Ford Escape,2.3L,6.8萬,24.1萬km,247,https://auto.8891.com.tw/usedauto-infos-3447239.html?display__sale_code=&flow_id=1512b009-a96a-4878-ad37-68ec91560ac7,https://p1.8891.com.tw/2023/03/21/1679395247907297_440_330.jpg
2004,新北市,Ford Escape,2.3L,12.8萬,17.0萬km,42,https://auto.8891.com.tw/usedauto-infos-3454716.html?display__sale_code=&flow_id=4619fa6f-7e39-4fc7-9902-1142e3165b5f,https://p1.8891.com.tw/2023/03/29/4/1680078433509475_440_330.jpg
2004,新北市,Ford Escape,2.3L,12.8萬,17.0萬km,73,https://auto.8891.com.tw/usedauto-infos-3450311.html?display__sale_code=&flow_id=779a91b2-e2a0-4a68-a98c-893d1184a7a9,https://p1.8891.com.tw/2023/03/24/1679655624020053_440_330.jpg
2004,桃園市,Ford Escape,2.0L,5.8萬,13.8萬km,443,https://auto.8891.com.tw/usedauto-infos-3427154.html?display__sale_code=9005002&flow_id=99db4702-33d3-4355-98b7-c1e7fb94f960,https://p1.8891.com.tw/2023/03/03/1677843453622601_440_330.jpg
2004,桃園市,Ford Tierra/鐵而瑞,2.0L,15萬,15.0萬km,277,https://auto.8891.com.tw/usedauto-infos-3438992.html?display__sale_code=&flow_id=98b7b3ca-f083-4a26-9f3d-2855baeb209f,https://p2.8891.com.tw/2023/03/14/1678776616766144_440_330.jpg
2004,台中市,Ford MAV/愛斯昂,2.0L,10.8萬,9.0萬km,592,https://auto.8891.com.tw/usedauto-infos-3352720.html?display__sale_code=9005002&flow_id=5147bb53-ef39-487c-8979-c82e8c9f7592,https://p2.8891.com.tw/2022/02/11/1644550794866546_440_330.jpg
2004,台北市,Ford Metrostar/曼陀士達,2.0L,6.8萬,19.0萬km,140,https://auto.8891.com.tw/usedauto-infos-3443793.html?display__sale_code=&flow_id=ff7e2e6d-c7aa-4ae8-ace7-89203058ae28,https://p1.8891.com.tw/2022/07/06/1657107596463565_440_330.jpg
2004,屏東縣,Ford Escape,2.0L,13.8萬,18.0萬km,95,https://auto.8891.com.tw/usedauto-infos-3435635.html?display__sale_code=9005003&flow_id=83546e49-acaf-4bcc-a516-ee1a242e3a14,https://p1.8891.com.tw/2022/10/10/1665372407360391_440_330.jpg
2004,高雄市,Ford Activa,1.6L,8.8萬,13.0萬km,198,https://auto.8891.com.tw/usedauto-infos-3443597.html?display__sale_code=&flow_id=028c8490-7297-4910-aab9-205e944377cf,https://p2.8891.com.tw/2023/03/18/1679107653575272_440_330.jpg
2004,基隆市,Ford Escape,2.3L,6.8萬,26.0萬km,717,https://auto.8891.com.tw/usedauto-infos-3404309.html?display__sale_code=&flow_id=286522e0-649d-4066-83d5-bfa1723ab1b8,https://p2.8891.com.tw/2023/02/09/1675933392961116_440_330.jpg
2004,台北市,Ford Tierra/鐵而瑞,1.6L,6.5萬,12.0萬km,106,https://auto.8891.com.tw/usedauto-infos-3455758.html?display__sale_code=&flow_id=de0184c4-64ed-47e8-9c86-864aeea80f92,https://p2.8891.com.tw/2023/03/30/2/1680167713554710_440_330.jpg
2004,桃園市,Ford Tierra/鐵而瑞,2.0L,11萬,17.0萬km,478,https://auto.8891.com.tw/usedauto-infos-3395585.html?display__sale_code=&flow_id=07c50d6c-738e-4a1f-96ac-23c7acd3476a,https://p1.8891.com.tw/2022/07/26/1658826646471115_440_330.jpg
2005,南投縣,Ford Econovan,2.0L,14.9萬,8.7萬km,213,https://auto.8891.com.tw/usedauto-infos-3396244.html?display__sale_code=&flow_id=93e82053-142c-4add-a660-c90b4930d8bf,https://p2.8891.com.tw/2023/02/02/1675329924775878_440_330.jpg
2005,彰化縣,Ford Focus 5D,2.0L,9.8萬,10.0萬km,239,https://auto.8891.com.tw/usedauto-infos-3413252.html?display__sale_code=&flow_id=1f7673fe-beba-4943-ac82-4d688f00a687,https://p1.8891.com.tw/2023/03/15/1678858727448055_440_330.jpg
2005,新北市,Ford Escape,2.3L,8.8萬,14.0萬km,195,https://auto.8891.com.tw/usedauto-infos-3438344.html?display__sale_code=&flow_id=cde43003-8b8d-4918-9d8d-bef06cad51c7,https://p1.8891.com.tw/2023/01/11/1/1673438435578445_440_330.jpg
2005,台南市,Ford Focus,2.0L,13.8萬,20.0萬km,43,https://auto.8891.com.tw/usedauto-infos-3431493.html?display__sale_code=&flow_id=1a4babad-3cfd-4de0-ba60-7732dc874e95,https://p2.8891.com.tw/2023/01/05/1672888632654972_440_330.jpg
2005,桃園市,Ford Focus 5D,2.0L,8.8萬,13.0萬km,447,https://auto.8891.com.tw/usedauto-infos-3443939.html?display__sale_code=9005001&flow_id=93b7e864-85b5-4ad1-8f55-ffa63ada345b,https://p2.8891.com.tw/2023/03/18/1679123103395744_440_330.jpg
2005,台南市,Ford Focus 4D,1.8L,11.8萬,7.0萬km,194,https://auto.8891.com.tw/usedauto-infos-3444133.html?display__sale_code=&flow_id=3b058426-85eb-47f4-9e7c-5ba28b852fa2,https://p2.8891.com.tw/2022/11/18/1668739548740018_440_330.jpg
2005,新北市,Ford Focus,2.0L,10.8萬,15.0萬km,126,https://auto.8891.com.tw/usedauto-infos-3408714.html?display__sale_code=&flow_id=0d69c265-6729-41df-a138-659ab0050477,https://p1.8891.com.tw/2021/11/05/1636101756122103_440_330.jpg
2005,高雄市,Ford Activa,1.6L,8.8萬,15.0萬km,102,https://auto.8891.com.tw/usedauto-infos-3455526.html?display__sale_code=&flow_id=20b14319-2493-46cc-a059-3af2da5971c1,https://p1.8891.com.tw/2023/03/30/1680160984830247_440_330.jpg
2005,台北市,Ford Focus 5D,2.0L,12.8萬,18.0萬km,223,https://auto.8891.com.tw/usedauto-infos-3430636.html?display__sale_code=&flow_id=29c4e6aa-a4f6-4bba-9503-622cb02e74aa,https://p2.8891.com.tw/2023/03/07/0/1678151879325014_440_330.jpg
2005,桃園市,Ford Focus,2.0L,11.8萬,13.0萬km,109,https://auto.8891.com.tw/usedauto-infos-3402036.html?display__sale_code=&flow_id=edf8bd3b-4c25-4514-91c5-28ba54a51e98,https://p1.8891.com.tw/2020/11/23/1606123121066951_440_330.jpg
2005,桃園市,Ford Escape,2.3L,5.8萬,19.0萬km,1701,https://auto.8891.com.tw/usedauto-infos-3347017.html?display__sale_code=&flow_id=cec401d9-7641-48b7-b98a-f6456a7d4e2e,https://p2.8891.com.tw/2022/12/11/1670750453890578_440_330.jpg
2005,台中市,Ford Focus,2.0L,6.6萬,21.0萬km,803,https://auto.8891.com.tw/usedauto-infos-3430618.html?display__sale_code=&flow_id=24c95e94-5e3d-4861-933a-2c5d1cf96b90,https://p2.8891.com.tw/2023/03/07/9/1678133724281248_440_330.jpg
2005,新北市,Ford Tierra/鐵而瑞,1.6L,6.8萬,20.0萬km,157,https://auto.8891.com.tw/usedauto-infos-3430839.html?display__sale_code=&flow_id=84b5aeb9-aeb2-4efa-8662-284946e6a922,https://p2.8891.com.tw/2023/03/07/0/1678164256189744_440_330.jpg
2005,桃園市,Ford Focus,2.0L,9.8萬,13.0萬km,200,https://auto.8891.com.tw/usedauto-infos-3448487.html?display__sale_code=&flow_id=5043c4c3-8cb2-46f3-a8de-be0788c34e90,https://p2.8891.com.tw/2023/02/17/1676628459767186_440_330.jpg
2005,彰化縣,Ford Focus,1.8L,9.8萬,26.7萬km,652,https://auto.8891.com.tw/usedauto-infos-3414016.html?display__sale_code=&flow_id=c5fb6f5a-041d-42ef-811d-81f5ed77d90b,https://p2.8891.com.tw/2023/02/18/1676703868292914_440_330.jpg
2005,台中市,Ford Tierra/鐵而瑞,1.6L,9.8萬,19.0萬km,144,https://auto.8891.com.tw/usedauto-infos-3449849.html?display__sale_code=9005002&flow_id=0bb9a9a5-7110-4569-bee4-a562533f0df2,https://p2.8891.com.tw/2010/10/21/1/1287652241381172_440_330.jpg
2005,台中市,Ford Focus 4D,1.8L,10.8萬,12.0萬km,17,https://auto.8891.com.tw/usedauto-infos-3453811.html?display__sale_code=&flow_id=fb36fe3e-62fc-402f-a688-3ec9eb64d044,https://p2.8891.com.tw/2023/03/28/1679994893763172_440_330.jpg
2005,桃園市,Ford Escape,2.3L,7.8萬,20.0萬km,285,https://auto.8891.com.tw/usedauto-infos-3437977.html?display__sale_code=9005001&flow_id=0f5cd1fc-d9e7-4f61-846e-895e7c7cc768,https://p1.8891.com.tw/2023/01/07/1673062069912925_440_330.jpg
2005,桃園市,Ford Econovan,2.0L,11.8萬,27.0萬km,100,https://auto.8891.com.tw/usedauto-infos-3421794.html?display__sale_code=&flow_id=d7a750d2-d163-443b-8a32-e9d4bb519047,https://p1.8891.com.tw/2023/02/26/1677424630500827_440_330.jpg
2005,台中市,Ford Focus 4D,1.8L,6.8萬,13.8萬km,198,https://auto.8891.com.tw/usedauto-infos-3428005.html?display__sale_code=&flow_id=12050ab1-6b2c-4e0e-b216-f60427e5773f,https://p1.8891.com.tw/2022/05/20/1653035818411117_440_330.jpg
2005,新北市,Ford Activa,1.6L,15.8萬,21.5萬km,692,https://auto.8891.com.tw/usedauto-infos-3397668.html?display__sale_code=&flow_id=6a8400ac-0d0c-4d2f-a147-529d51dae26e,https://p2.8891.com.tw/2023/02/19/6/1676775357329500_440_330.jpg
2005,桃園市,Ford Focus 4D,1.8L,6.8萬,17.0萬km,46,https://auto.8891.com.tw/usedauto-infos-3455255.html?display__sale_code=&flow_id=d7420077-1016-4319-ae1a-a8586cf3f3c9,https://p2.8891.com.tw/2023/03/30/1680147156509984_440_330.jpg
2005,桃園市,Ford Tierra/鐵而瑞,1.6L,4萬,21.0萬km,44,https://auto.8891.com.tw/usedauto-infos-3457103.html?display__sale_code=9005001&flow_id=0253dcae-3195-46c8-b172-348002518aef,https://p1.8891.com.tw/2023/04/02/1680417763730583_440_330.jpg
2005,台南市,Ford Escape,2.3L,8.8萬,40.0萬km,82,https://auto.8891.com.tw/usedauto-infos-3445128.html?display__sale_code=&flow_id=c121ca71-b25b-486a-8f5e-fd84a29a0473,https://p1.8891.com.tw/2023/03/20/1679281026091885_440_330.jpg
2005,彰化縣,Ford Focus,1.8L,6.8萬,22.0萬km,316,https://auto.8891.com.tw/usedauto-infos-3421130.html?display__sale_code=&flow_id=a1a24124-bc9b-4c7b-a9d6-3298cfa066cc,https://p2.8891.com.tw/2022/04/13/1649851929265542_440_330.jpg
2005,桃園市,Ford Escape,2.3L,5萬,27.0萬km,97,https://auto.8891.com.tw/usedauto-infos-3438130.html?display__sale_code=&flow_id=04bbf8b0-475b-4880-ad0c-38b095f50425,https://p2.8891.com.tw/2023/01/06/1672986655885696_440_330.jpg
2006,高雄市,Ford Focus,2.0L,7.8萬,17.8萬km,59,https://auto.8891.com.tw/usedauto-infos-3442224.html?display__sale_code=&flow_id=e00a8a71-3b63-4f7a-ac1d-d4da4bffc431,https://p2.8891.com.tw/2021/09/11/1631338934370640_440_330.jpg
2006,台北市,Ford Focus ST,2.5L,20萬,17.0萬km,533,https://auto.8891.com.tw/usedauto-infos-3435619.html?display__sale_code=&flow_id=c25918a6-4634-4a8c-bb3d-ede36ea212a2,https://p1.8891.com.tw/2023/03/15/1678863964506215_440_330.jpg
2006,新北市,Ford Tierra/鐵而瑞,1.6L,14.8萬,9700km,642,https://auto.8891.com.tw/usedauto-infos-3406194.html?display__sale_code=&flow_id=c8853178-9d94-4aa0-9b7e-e5eb94cf20f4,https://p2.8891.com.tw/2022/12/10/1670641107742528_440_330.jpg
2006,桃園市,Ford Escape,2.3L,3.5萬,12.0萬km,424,https://auto.8891.com.tw/usedauto-infos-3444548.html?display__sale_code=&flow_id=32233e67-4df7-442a-9b28-d7bf98481fbc,https://p1.8891.com.tw/2020/10/21/1603279360584459_440_330.jpg
2006,桃園市,Ford Escape,2.3L,7.9萬,30.0萬km,144,https://auto.8891.com.tw/usedauto-infos-3433622.html?display__sale_code=&flow_id=e5610d99-4299-4887-9c72-a762fc4670f0,https://p1.8891.com.tw/2023/03/09/1678344837194777_440_330.jpg
2006,新北市,Ford Focus 5D,2.0L,18.8萬,14.0萬km,90,https://auto.8891.com.tw/usedauto-infos-3448258.html?display__sale_code=&flow_id=7f604248-fd3d-4ea6-81f4-42e614668e33,https://p2.8891.com.tw/2022/07/30/1659180872793310_440_330.jpg
2006,台中市,Ford Focus,2.0L,8萬,15.0萬km,1571,https://auto.8891.com.tw/usedauto-infos-3095662.html?display__sale_code=&flow_id=4acad961-0011-44b5-babc-7ce3c8dc48d9,https://p2.8891.com.tw/2018/04/27/1/1524801226545936_440_330.jpg
2006,高雄市,Ford Tierra/鐵而瑞,1.6L,8.8萬,18.0萬km,165,https://auto.8891.com.tw/usedauto-infos-3447500.html?display__sale_code=&flow_id=9ba7317b-52cd-4d06-8992-5cd26d9c6f8c,https://p2.8891.com.tw/2023/02/17/1676642827633092_440_330.jpg
2006,桃園市,Ford Tierra/鐵而瑞,1.6L,6.5萬,14.6萬km,547,https://auto.8891.com.tw/usedauto-infos-3414384.html?display__sale_code=&flow_id=f485350a-2d30-4ee1-9d34-a2306900f494,https://p1.8891.com.tw/2023/02/18/1676720542351531_440_330.jpg
2006,高雄市,Ford Focus 5D,2.0L,12.8萬,16.0萬km,856,https://auto.8891.com.tw/usedauto-infos-3397623.html?display__sale_code=9005002&flow_id=37949639-397e-4527-883c-a6f95cf2226a,https://p2.8891.com.tw/2023/02/03/1675422039574518_440_330.jpg
2006,台中市,Ford Econovan,2.0L,17.8萬,8.0萬km,108,https://auto.8891.com.tw/usedauto-infos-3404584.html?display__sale_code=&flow_id=83658152-2770-467b-b41b-e217e4d07502,https://p1.8891.com.tw/2022/04/30/0/1651324190112463_440_330.jpg
2006,桃園市,Ford Focus,2.5L,8.8萬,8.0萬km,281,https://auto.8891.com.tw/usedauto-infos-3449451.html?display__sale_code=&flow_id=28652609-be9c-43ed-a0cd-2c22f21be897,https://p1.8891.com.tw/2022/11/02/1667384786440763_440_330.jpg
2006,新北市,Ford Escape,2.3L,8.8萬,24.0萬km,95,https://auto.8891.com.tw/usedauto-infos-3438164.html?display__sale_code=&flow_id=02f2f6be-a488-4b2d-9a23-49367cb7cfd8,https://p1.8891.com.tw/2019/06/03/2/1559528364222277_440_330.jpg
2006,台北市,Ford Tierra/鐵而瑞,1.6L,14.5萬,6.0萬km,478,https://auto.8891.com.tw/usedauto-infos-3436027.html?display__sale_code=9005001&flow_id=a046bc50-79d8-46f6-93e0-af243d357e6c,https://p2.8891.com.tw/2023/01/09/4/1673205446998166_440_330.jpg
2006,桃園市,Ford Metrostar/曼陀士達,2.0L,6.5萬,28.0萬km,187,https://auto.8891.com.tw/usedauto-infos-3435831.html?display__sale_code=&flow_id=6086a6d1-90de-4b4e-a60a-8fa365a30d8d,https://p1.8891.com.tw/2022/12/26/1672039883622195_440_330.jpg
2006,屏東縣,Ford Escape,2.3L,9.8萬,18.9萬km,199,https://auto.8891.com.tw/usedauto-infos-3423003.html?display__sale_code=&flow_id=d87ee11f-b788-498b-993e-378779641fad,https://p2.8891.com.tw/2022/07/27/1658898674711070_440_330.jpg
2006,新北市,Ford Tierra/鐵而瑞,1.6L,4.5萬,18.0萬km,298,https://auto.8891.com.tw/usedauto-infos-3436366.html?display__sale_code=&flow_id=260db57e-9bf5-4650-9086-1c1fd4f4462a,https://p1.8891.com.tw/2023/03/11/4/1678546399869781_440_330.jpg
2006,新北市,Ford Focus,2.0L,8.8萬,15.6萬km,144,https://auto.8891.com.tw/usedauto-infos-3436767.html?display__sale_code=&flow_id=d91ec60a-7aae-439f-bbd4-843f9170b11a,https://p1.8891.com.tw/2019/03/26/2/1553589907387141_440_330.jpg
2006,台中市,Ford Escape,2.3L,13.5萬,11.8萬km,40,https://auto.8891.com.tw/usedauto-infos-3455159.html?display__sale_code=&flow_id=f55f24fa-6e26-4e52-a92a-12219ebdd728,https://p1.8891.com.tw/2022/12/29/1672301914737317_440_330.jpg
2006,新北市,Ford Tierra/鐵而瑞,1.6L,5.9萬,25.0萬km,370,https://auto.8891.com.tw/usedauto-infos-3435319.html?display__sale_code=&flow_id=b26264b6-9e3e-47d4-8867-8074ca061771,https://p2.8891.com.tw/2023/03/10/1678445830680990_440_330.jpg
2006,新北市,Ford Focus 5D,1.8L,12.8萬,16.0萬km,80,https://auto.8891.com.tw/usedauto-infos-3427077.html?display__sale_code=&flow_id=78be1f29-6129-4cb9-bde1-a3e7fdc75c75,https://p1.8891.com.tw/2023/03/03/1677839638742937_440_330.jpg
2006,台中市,Ford Tierra/鐵而瑞,1.6L,9.8萬,21.0萬km,940,https://auto.8891.com.tw/usedauto-infos-3410882.html?display__sale_code=&flow_id=896a986c-8f8e-4d9b-859c-a7956cfbc1f8,https://p2.8891.com.tw/2022/06/17/1655474411936632_440_330.jpg
2006,桃園市,Ford Tierra/鐵而瑞,1.6L,11.8萬,21.0萬km,19,https://auto.8891.com.tw/usedauto-infos-3441693.html?display__sale_code=&flow_id=fb058f00-7ef4-4e8f-9280-a91caf6169de,https://p2.8891.com.tw/2023/03/16/1678948988392974_440_330.jpg
2007,台北市,Ford Escape,2.3L,13.8萬,9.9萬km,48,https://auto.8891.com.tw/usedauto-infos-3454362.html?display__sale_code=&flow_id=39786bee-75cc-4591-83ed-d2223da3d494,https://p2.8891.com.tw/2023/03/29/1680064419434388_440_330.jpg
2007,台中市,Ford Focus,2.0L,15.8萬,13.0萬km,58,https://auto.8891.com.tw/usedauto-infos-3426125.html?display__sale_code=&flow_id=37b0b771-d227-424a-bbef-604d050aca11,https://p1.8891.com.tw/2017/05/24/8/1495614675512111_440_330.jpg
2007,彰化縣,Ford Ranger,3.0L,33.8萬,12.9萬km,391,https://auto.8891.com.tw/usedauto-infos-3435316.html?display__sale_code=&flow_id=3a38c304-3e86-43eb-a322-1f848bef039a,https://p1.8891.com.tw/2022/07/03/1656826088609473_440_330.jpg
2007,台中市,Ford Focus,1.8L,12.8萬,13.0萬km,68,https://auto.8891.com.tw/usedauto-infos-3426109.html?display__sale_code=&flow_id=72bd2961-764c-4876-ba5e-3446865fa4ca,https://p2.8891.com.tw/2017/10/27/8/1509086861840452_440_330.jpg
2007,嘉義市,Ford Focus 4D,1.8L,8.8萬,13.0萬km,101,https://auto.8891.com.tw/usedauto-infos-3414666.html?display__sale_code=&flow_id=32e59bf4-2af0-4f2f-bd1a-8552e14f748a,https://p1.8891.com.tw/2023/02/19/1676781103095397_440_330.jpg
2007,桃園市,Ford Tierra/鐵而瑞,1.6L,4萬,20.0萬km,287,https://auto.8891.com.tw/usedauto-infos-3436539.html?display__sale_code=&flow_id=febfb79a-2e2f-4776-967b-87606f117803,https://p1.8891.com.tw/2021/05/08/1620455046681599_440_330.jpg
2007,彰化縣,Ford Econovan,2.0L,19.8萬,11.6萬km,338,https://auto.8891.com.tw/usedauto-infos-3399374.html?display__sale_code=&flow_id=c9bc04c0-f08c-46da-91eb-2e9b3668b0e0,https://p1.8891.com.tw/2023/02/05/1675594567396443_440_330.jpg
2007,新北市,Ford Focus,2.0L,8萬,14.0萬km,34,https://auto.8891.com.tw/usedauto-infos-3457470.html?display__sale_code=&flow_id=fff7cf9d-543b-4035-9e6d-adc9fd66f5ed,https://p1.8891.com.tw/2020/10/19/1603085846693745_440_330.jpg
2007,高雄市,Ford PRZ,1.1L以下,12.3萬,19.4萬km,27,https://auto.8891.com.tw/usedauto-infos-3453319.html?display__sale_code=&flow_id=7ef04d74-17cd-4058-a94d-7343673b155d,https://p1.8891.com.tw/2023/01/05/1672894388203531_440_330.jpg
2007,桃園市,Ford Focus,2.0L,15萬,15.0萬km,26,https://auto.8891.com.tw/usedauto-infos-3439012.html?display__sale_code=&flow_id=8057b325-cd33-4726-88ae-70369f45028d,https://p1.8891.com.tw/2023/03/14/1678776848306653_440_330.jpg
2007,高雄市,Ford Tierra/鐵而瑞,1.6L,8.8萬,20.0萬km,374,https://auto.8891.com.tw/usedauto-infos-3407615.html?display__sale_code=&flow_id=55f4e921-2323-4f85-9956-cd03a2c9c513,https://p2.8891.com.tw/2022/10/07/1665149947598232_440_330.jpg
2007,高雄市,Ford Tierra/鐵而瑞,1.6L,6.5萬,11.4萬km,394,https://auto.8891.com.tw/usedauto-infos-3440806.html?display__sale_code=&flow_id=ed69ff4b-038a-477d-8d32-41778b79b668,https://p2.8891.com.tw/2022/03/21/1647854676118186_440_330.jpg
