年份,縣市,車款,排氣量,售價,里程數,瀏覽率,連結,圖片連結
1998,高雄市,Mitsubishi Varica/威利,1.1L,13.8萬,29.4萬km,174,https://auto.8891.com.tw/usedauto-infos-3437560.html?display__sale_code=&flow_id=98a6226a-9ed8-422f-8db3-3ce58fac20ca,https://p2.8891.com.tw/2023/01/11/1673426770738064_440_330.jpg
1998,彰化縣,Mitsubishi Challenger/挑戰者,3.0L,10.8萬,14.9萬km,1003,https://auto.8891.com.tw/usedauto-infos-3406946.html?display__sale_code=&flow_id=88b2e4db-c4d8-4a38-85f8-3e68cae296e4,https://p1.8891.com.tw/2022/08/03/1659523571686191_440_330.jpg
1998,彰化縣,Mitsubishi Delica廂車,2.5L,25.8萬,36.0萬km,347,https://auto.8891.com.tw/usedauto-infos-3409957.html?display__sale_code=&flow_id=718f50b7-b0da-4340-bd4e-d954e6e7f577,https://p2.8891.com.tw/2023/02/14/1676377537326568_440_330.jpg
1998,新北市,Mitsubishi Delica廂車,2.5L,18.8萬,27.0萬km,507,https://auto.8891.com.tw/usedauto-infos-3422762.html?display__sale_code=&flow_id=dee410d3-f861-4e2b-b607-3dc732c0da91,https://p1.8891.com.tw/2023/02/28/2/1677558637467165_440_330.jpg
1998,台北市,Mitsubishi Freeca/世界車,2.0L,7.8萬,23.0萬km,407,https://auto.8891.com.tw/usedauto-infos-3405702.html?display__sale_code=&flow_id=518f67ef-cd84-458b-ae05-ba0b0cfe4a5f,https://p1.8891.com.tw/2023/02/10/1676025561248365_440_330.jpg
1998,屏東縣,Mitsubishi Canter/堅達,2.8L,23.8萬,26.9萬km,79,https://auto.8891.com.tw/usedauto-infos-3438727.html?display__sale_code=&flow_id=ab573496-f381-4be1-ad97-a139b5ea2ca5,https://p1.8891.com.tw/2023/03/14/1678767035676649_440_330.jpg
1998,桃園市,Mitsubishi Canter/堅達,2.8L,18.8萬,22.0萬km,174,https://auto.8891.com.tw/usedauto-infos-3396838.html?display__sale_code=&flow_id=e481ded4-9a63-445b-921f-0e802a9e8f77,https://p2.8891.com.tw/2023/01/07/1673072262734200_440_330.jpg
1998,苗栗縣,Mitsubishi Varica/威利,1.1L以下,9.8萬,35.0萬km,180,https://auto.8891.com.tw/usedauto-infos-3444909.html?display__sale_code=9005002&flow_id=98108f3d-9cad-4685-b001-dfb56b037ea5,https://p2.8891.com.tw/2023/02/17/1676619438960248_440_330.jpg
1998,新北市,Mitsubishi Delica廂車,2.5L,18萬,27.0萬km,246,https://auto.8891.com.tw/usedauto-infos-3441749.html?display__sale_code=&flow_id=10d53d9d-c951-4288-93ea-afd4dc03666c,https://p2.8891.com.tw/2023/03/16/1678950378623594_440_330.jpg
1998,台南市,Mitsubishi Canter/堅達,2.9L,19.8萬,20.0萬km,129,https://auto.8891.com.tw/usedauto-infos-3407401.html?display__sale_code=&flow_id=37f4b780-d9a8-4f8a-b1ff-ee77f17f5422,https://p2.8891.com.tw/2023/02/12/5/1676192086658006_440_330.jpg
1998,新北市,Mitsubishi Delica廂車,2.5L,19.8萬,27.0萬km,547,https://auto.8891.com.tw/usedauto-infos-3413050.html?display__sale_code=&flow_id=26a03875-689f-4291-b0d6-b7ec06cc7bf5,https://p1.8891.com.tw/2023/02/17/4/1676623524195603_440_330.jpg
1998,高雄市,Mitsubishi Canter/堅達,2.8L,16.8萬,17.3萬km,277,https://auto.8891.com.tw/usedauto-infos-3404562.html?display__sale_code=&flow_id=d090190c-657d-4789-8a6b-5eeb241ab497,https://p1.8891.com.tw/2023/02/09/1675942108056891_440_330.jpg
1998,新北市,Mitsubishi Varica/威利,1.1L,3.2萬,29.0萬km,733,https://auto.8891.com.tw/usedauto-infos-3420455.html?display__sale_code=&flow_id=85bd9595-a060-41dc-91fb-59b318decc2e,https://p1.8891.com.tw/2023/02/25/3/1677294827153411_440_330.jpg
1998,新北市,Mitsubishi Varica/威利,1.1L,9.5萬,15.0萬km,570,https://auto.8891.com.tw/usedauto-infos-3403561.html?display__sale_code=&flow_id=eadd351c-022f-404b-862b-9e1545762068,https://p2.8891.com.tw/2023/04/01/1680355757249668_440_330.jpg
1999,桃園市,Mitsubishi Canter/堅達,2.8L,19.8萬,33.0萬km,25,https://auto.8891.com.tw/usedauto-infos-3446946.html?display__sale_code=&flow_id=3eafb3f8-a761-46ea-8e11-ce26cc13274f,https://p1.8891.com.tw/2023/03/21/1679385677411887_440_330.jpg
1999,彰化縣,Mitsubishi Delica廂車,2.5L,25.8萬,19.2萬km,870,https://auto.8891.com.tw/usedauto-infos-3411055.html?display__sale_code=&flow_id=1dd58936-f9a2-484a-adac-058546be0c1d,https://p1.8891.com.tw/2022/11/26/1669462046275107_440_330.jpg
1999,台中市,Mitsubishi Varica/威利,1.2L,10.9萬,16.0萬km,161,https://auto.8891.com.tw/usedauto-infos-3446387.html?display__sale_code=&flow_id=c189919f-23ea-41c0-86cd-44a5f9fd105e,https://p1.8891.com.tw/2023/01/19/1674120943293945_440_330.jpg
1999,彰化縣,Mitsubishi Space Gear,2.4L,14.8萬,27.0萬km,306,https://auto.8891.com.tw/usedauto-infos-3425780.html?display__sale_code=&flow_id=fe52e289-250d-416c-bcba-7372190c64e1,https://p2.8891.com.tw/2022/08/02/1659443237956176_440_330.jpg
1999,台中市,Mitsubishi Space Gear,2.4L,16.8萬,11.1萬km,539,https://auto.8891.com.tw/usedauto-infos-3407450.html?display__sale_code=&flow_id=7f30ff69-f681-45de-9337-a27dc0746fdd,https://p2.8891.com.tw/2023/02/12/5/1676194720773328_440_330.jpg
1999,高雄市,Mitsubishi Varica/威利,1.2L,12.5萬,11.6萬km,14,https://auto.8891.com.tw/usedauto-infos-3455017.html?display__sale_code=&flow_id=01d06321-8973-422b-93d5-255215083d35,https://p2.8891.com.tw/2023/01/27/1674822958722236_440_330.jpg
1999,高雄市,Mitsubishi Varica/威利,1.2L,15.8萬,40.0萬km,141,https://auto.8891.com.tw/usedauto-infos-3430696.html?display__sale_code=&flow_id=a36a084c-3495-47fd-8bf4-57f2b3bddd06,https://p2.8891.com.tw/2022/12/06/1670300828431316_440_330.jpg
1999,高雄市,Mitsubishi Canter/堅達,2.8L,16.8萬,12.0萬km,68,https://auto.8891.com.tw/usedauto-infos-3451969.html?display__sale_code=&flow_id=4fc43f59-ed0e-48dd-96d3-2d582c6ff510,https://p2.8891.com.tw/2023/03/27/1679879594005262_440_330.jpg
1999,新北市,Mitsubishi Canter/堅達,2.8L,16.5萬,16.0萬km,126,https://auto.8891.com.tw/usedauto-infos-3441398.html?display__sale_code=&flow_id=452326c0-95a9-487d-ae2f-460551dba3ea,https://p2.8891.com.tw/2023/03/16/1678939281761222_440_330.jpg
1999,台南市,Mitsubishi Space Gear,2.4L,11.5萬,11.1萬km,311,https://auto.8891.com.tw/usedauto-infos-3426327.html?display__sale_code=&flow_id=911df39b-32f9-497d-a82c-d6df54b31362,https://p1.8891.com.tw/2022/10/08/1665219618476827_440_330.jpg
1999,台南市,Mitsubishi Varica/威利,1.2L,9.8萬,23.0萬km,49,https://auto.8891.com.tw/usedauto-infos-3455035.html?display__sale_code=9005002&flow_id=8cfe2992-b980-4cbb-8223-4a97f22d28ab,https://p1.8891.com.tw/2023/03/29/1680092973867707_440_330.jpg
1999,新竹縣,Mitsubishi Canter/堅達,2.8L,17.8萬,21.0萬km,39,https://auto.8891.com.tw/usedauto-infos-3448552.html?display__sale_code=&flow_id=c534d6e2-b627-4415-8c57-1008e41df48b,https://p2.8891.com.tw/2022/11/09/1/1667962257681288_440_330.jpg
1999,彰化縣,Mitsubishi Delica廂車,2.4L,19.8萬,21.5萬km,659,https://auto.8891.com.tw/usedauto-infos-3414351.html?display__sale_code=&flow_id=ea07690a-8cb8-4f4b-a5e3-657c30ad7aca,https://p1.8891.com.tw/2022/07/14/1657810362871027_440_330.jpg
2000,新北市,Mitsubishi Canter/堅達,2.8L,15萬,60.0萬km,36,https://auto.8891.com.tw/usedauto-infos-3455315.html?display__sale_code=&flow_id=6df14c93-56f2-4505-85cb-6de7f7cea946,https://p2.8891.com.tw/2021/09/16/1631762870461046_440_330.jpg
2000,桃園市,Mitsubishi Space Gear,2.4L,7.8萬,17.0萬km,119,https://auto.8891.com.tw/usedauto-infos-3454201.html?display__sale_code=9005005&flow_id=c3a2331f-c152-436c-b962-840ae632db58,https://p1.8891.com.tw/2023/03/29/1680057538032327_440_330.jpg
2000,台南市,Mitsubishi Canter/堅達,2.8L,19.8萬,33.0萬km,424,https://auto.8891.com.tw/usedauto-infos-3406108.html?display__sale_code=9005002&flow_id=3c5d8518-accb-4b10-b4ee-5677617b7b28,https://p1.8891.com.tw/2023/02/11/1676083808788243_440_330.jpg
2000,高雄市,Mitsubishi Delica廂車,2.4L,14.8萬,13.8萬km,912,https://auto.8891.com.tw/usedauto-infos-3407236.html?display__sale_code=&flow_id=06f49cfc-ebeb-44e8-a93a-63ce505f13c8,https://p1.8891.com.tw/2023/02/12/1676178219282295_440_330.jpg
2000,台北市,Mitsubishi Pajero,3.5L,18.8萬,27.0萬km,1264,https://auto.8891.com.tw/usedauto-infos-3405496.html?display__sale_code=&flow_id=0e813d5c-bf4d-4aea-812a-53b91882c698,https://p1.8891.com.tw/2022/09/22/1663847941783465_440_330.jpg
2000,台南市,Mitsubishi Canter/堅達,2.8L,19.8萬,65.2萬km,95,https://auto.8891.com.tw/usedauto-infos-3437194.html?display__sale_code=&flow_id=9eb7eb8c-354e-4321-9e3c-e07500fb7ce7,https://p1.8891.com.tw/2023/02/10/1676026300134553_440_330.jpg
2000,新北市,Mitsubishi Varica/威利,1.2L,8.8萬,40.0萬km,178,https://auto.8891.com.tw/usedauto-infos-3446833.html?display__sale_code=&flow_id=70fc2b93-d9d0-479f-a444-1432aae1f8c1,https://p2.8891.com.tw/2023/03/21/1679381927226456_440_330.jpg
2000,台南市,Mitsubishi Space Gear,2.4L,7.5萬,15.0萬km,328,https://auto.8891.com.tw/usedauto-infos-3447193.html?display__sale_code=&flow_id=d29298c1-1e81-413e-b0b0-f54d54e1fc6a,https://p2.8891.com.tw/2022/09/15/9/1663214516438784_440_330.jpg
2000,彰化縣,Mitsubishi Canter/堅達,2.8L,22.8萬,45.0萬km,45,https://auto.8891.com.tw/usedauto-infos-3439492.html?display__sale_code=&flow_id=2b518685-9472-474d-9d8f-4796c1a2d1f0,https://p2.8891.com.tw/2022/07/12/1657632605178896_440_330.jpg
2001,新北市,Mitsubishi Canter/堅達,2.8L,18.5萬,16.0萬km,419,https://auto.8891.com.tw/usedauto-infos-3423151.html?display__sale_code=&flow_id=bcb12d34-fa32-48af-a541-303faa4668ac,https://p2.8891.com.tw/2022/08/14/4/1660408845566056_440_330.jpg
2001,新北市,Mitsubishi Delica貨車,2.0L,9.5萬,20.0萬km,848,https://auto.8891.com.tw/usedauto-infos-3423175.html?display__sale_code=&flow_id=40353cf6-65b3-409e-83ca-5fcf67a695b7,https://p2.8891.com.tw/2023/03/01/4/1677621890601762_440_330.jpg
2001,新北市,Mitsubishi Canter/堅達,2.8L,32.5萬,25.0萬km,116,https://auto.8891.com.tw/usedauto-infos-3448176.html?display__sale_code=&flow_id=757f28a0-f106-4167-8807-30094f2900dd,https://p1.8891.com.tw/2023/03/25/4/1679744273469571_440_330.jpg
2001,高雄市,Mitsubishi Freeca/世界車,2.0L,6.8萬,19.4萬km,221,https://auto.8891.com.tw/usedauto-infos-3443374.html?display__sale_code=&flow_id=3c79d92b-97a1-431f-92e3-1f9a9e16e3a3,https://p1.8891.com.tw/2023/03/17/1679051323625201_440_330.jpg
2001,新北市,Mitsubishi Pajero,1.8L,28.8萬,9.5萬km,555,https://auto.8891.com.tw/usedauto-infos-3440509.html?display__sale_code=&flow_id=b3647426-2791-42ac-a2e7-a4ec01e6ce83,https://p2.8891.com.tw/2021/05/03/2/1620040263753042_440_330.jpg
2001,高雄市,Mitsubishi Delica廂車,2.4L,12.8萬,23.6萬km,363,https://auto.8891.com.tw/usedauto-infos-3423519.html?display__sale_code=&flow_id=8366c064-a53f-4adf-a951-429cd552b4e2,https://p2.8891.com.tw/2023/03/01/1677639608511760_440_330.jpg
2001,新北市,Mitsubishi Canter/堅達,2.8L,17.5萬,30.0萬km,502,https://auto.8891.com.tw/usedauto-infos-3412057.html?display__sale_code=&flow_id=f75d49f9-80b0-48a7-b476-5f1bbaf973c0,https://p2.8891.com.tw/2023/01/30/4/1675078168180868_440_330.jpg
2001,高雄市,Mitsubishi Space Gear,2.4L,10.8萬,15.0萬km,1983,https://auto.8891.com.tw/usedauto-infos-3297448.html?display__sale_code=&flow_id=3997f6e2-dbbb-4ca2-a7de-b20c5a63f405,https://p2.8891.com.tw/2022/10/27/1666848496254934_440_330.jpg
2001,台北市,Mitsubishi Freeca/世界車,2.0L,7.9萬,8.5萬km,112,https://auto.8891.com.tw/usedauto-infos-3456840.html?display__sale_code=&flow_id=85ea97d4-811d-40d6-b7d0-f008626086f9,https://p1.8891.com.tw/2023/03/31/1680255008875245_440_330.jpg
2001,嘉義縣,Mitsubishi Lancer,1.6L,4.8萬,18.0萬km,36,https://auto.8891.com.tw/usedauto-infos-3457852.html?display__sale_code=&flow_id=a8f4ddfe-9bbb-47d1-ad54-ef692a08c2d8,https://p1.8891.com.tw/2023/04/01/1680338699610439_440_330.jpg
2002,桃園市,Mitsubishi Freeca/世界車,2.0L,4.5萬,19.0萬km,239,https://auto.8891.com.tw/usedauto-infos-3446761.html?display__sale_code=9005001&flow_id=7dfc5502-eb16-432d-9c8e-81f2a56cfae5,https://p2.8891.com.tw/2023/03/21/1679378911505782_440_330.jpg
2002,台中市,Mitsubishi Savrin,2.0L,19.8萬,18.9萬km,15,https://auto.8891.com.tw/usedauto-infos-3453015.html?display__sale_code=&flow_id=450c2c43-f3a2-42e4-98a1-a9955deed867,https://p2.8891.com.tw/2022/07/23/1658568916791312_440_330.jpg
2002,新北市,Mitsubishi Lancer,1.6L,5萬,15.0萬km,551,https://auto.8891.com.tw/usedauto-infos-3434644.html?display__sale_code=&flow_id=000beec7-4cad-4577-a8d4-e4bbb6007db2,https://p2.8891.com.tw/2020/12/18/1608260865875884_440_330.jpg
2002,高雄市,Mitsubishi Canter/堅達,2.8L,39.8萬,26.0萬km,86,https://auto.8891.com.tw/usedauto-infos-3399283.html?display__sale_code=&flow_id=f8737132-f501-4c52-b967-a246dae73c5b,https://p1.8891.com.tw/2023/02/14/1676358849389039_440_330.jpg
2002,新北市,Mitsubishi Space Gear,2.4L,12.8萬,15.9萬km,730,https://auto.8891.com.tw/usedauto-infos-3401447.html?display__sale_code=&flow_id=cde00a24-ea5d-4f8c-a48f-255789c10456,https://p1.8891.com.tw/2023/02/07/1675747429715319_440_330.jpg
2002,彰化縣,Mitsubishi Canter/堅達,2.8L,22.8萬,38.0萬km,111,https://auto.8891.com.tw/usedauto-infos-3435525.html?display__sale_code=&flow_id=d56a31f9-32a2-417c-9698-8fd9847426d3,https://p1.8891.com.tw/2023/03/28/1679935311047023_440_330.jpg
2002,新北市,Mitsubishi Delica廂車,2.4L,16.8萬,15.0萬km,967,https://auto.8891.com.tw/usedauto-infos-3385436.html?display__sale_code=&flow_id=f6a43d84-8b60-42da-87d8-7b8f7391f129,https://p2.8891.com.tw/2023/01/17/1673948613926934_440_330.jpg
2002,新北市,Mitsubishi Freeca/世界車,2.0L,11.8萬,13.5萬km,236,https://auto.8891.com.tw/usedauto-infos-3410552.html?display__sale_code=&flow_id=10a1a9e8-404b-4b30-ac5c-2bb847ebf92f,https://p1.8891.com.tw/2023/02/15/3/1676444208718817_440_330.jpg
2002,高雄市,Mitsubishi Lancer,1.6L,5萬,18.0萬km,509,https://auto.8891.com.tw/usedauto-infos-3426390.html?display__sale_code=&flow_id=02ab6eb5-0342-4436-b1db-429c29f5b2c7,https://p1.8891.com.tw/2023/03/03/1677819216730725_440_330.jpg
2002,台南市,Mitsubishi Freeca/世界車,2.0L,7.5萬,12.0萬km,1433,https://auto.8891.com.tw/usedauto-infos-3382660.html?display__sale_code=9005002&flow_id=14341e93-c3c7-4745-9162-139bf053e062,https://p1.8891.com.tw/2023/01/14/1673676881883153_440_330.jpg
2002,基隆市,Mitsubishi Pajero,3.5L,13.8萬,21.5萬km,622,https://auto.8891.com.tw/usedauto-infos-3415216.html?display__sale_code=&flow_id=545688d4-bb22-4165-844e-0a883665ec66,https://p2.8891.com.tw/2022/08/04/3/1659590569952718_440_330.jpg
2002,彰化縣,Mitsubishi Space Gear,2.4L,18.8萬,22.8萬km,98,https://auto.8891.com.tw/usedauto-infos-3451837.html?display__sale_code=&flow_id=c1108fbb-af6a-45cc-9447-f31c86562b57,https://p1.8891.com.tw/2022/07/28/1659011795997073_440_330.jpg
2002,高雄市,Mitsubishi Savrin,2.0L,7.8萬,8.9萬km,512,https://auto.8891.com.tw/usedauto-infos-3440717.html?display__sale_code=&flow_id=7ab07a1b-4a42-4bfb-9f65-b620b6695d7c,https://p1.8891.com.tw/2023/03/15/1678876570135447_440_330.jpg
2003,高雄市,Mitsubishi Space Gear,2.4L,11.8萬,14.5萬km,1851,https://auto.8891.com.tw/usedauto-infos-3320114.html?display__sale_code=&flow_id=3e9f95df-f85e-4a3a-be31-866167e4708a,https://p1.8891.com.tw/2022/11/16/1668592549366827_440_330.jpg
2003,桃園市,Mitsubishi Pajero,3.5L,19.8萬,11.8萬km,271,https://auto.8891.com.tw/usedauto-infos-3439929.html?display__sale_code=&flow_id=1cf6782b-23b6-45f1-80bd-a85a04bfd965,https://p1.8891.com.tw/2023/03/16/1678934017244881_440_330.jpg
2003,桃園市,Mitsubishi Lancer,1.6L,3萬,18.0萬km,1151,https://auto.8891.com.tw/usedauto-infos-3411018.html?display__sale_code=&flow_id=a9e5f469-10fc-405a-b56a-3932bf07f46e,https://p1.8891.com.tw/2021/03/13/1615609215810685_440_330.jpg
2003,桃園市,Mitsubishi Space Gear,2.4L,16.8萬,20.0萬km,392,https://auto.8891.com.tw/usedauto-infos-3409022.html?display__sale_code=&flow_id=7db19643-63de-4724-a76b-fc92fcc3cd07,https://p1.8891.com.tw/2022/08/10/1660107140960097_440_330.jpg
2003,新北市,Mitsubishi Space Gear,2.4L,13.8萬,10.5萬km,53,https://auto.8891.com.tw/usedauto-infos-3455296.html?display__sale_code=&flow_id=90dccd6b-72d6-472b-a104-93c651da1e22,https://p2.8891.com.tw/2023/03/30/1680149330630830_440_330.jpg
2003,雲林縣,Mitsubishi Freeca/世界車,2.0L,5.8萬,18.0萬km,100,https://auto.8891.com.tw/usedauto-infos-3445475.html?display__sale_code=&flow_id=8c70e82b-c69f-402d-bbe6-4c6a7c003dad,https://p2.8891.com.tw/2023/03/20/1679292094261012_440_330.jpg
2003,桃園市,Mitsubishi Canter/堅達,2.8L,24.8萬,29.9萬km,117,https://auto.8891.com.tw/usedauto-infos-3441682.html?display__sale_code=&flow_id=6fd553ff-e4f1-401d-bf0a-b07af5fb98fa,https://p2.8891.com.tw/2023/03/16/1678956272367874_440_330.jpg
2003,桃園市,Mitsubishi Virage/威拉吉,1.8L,8萬,2.0萬km,13,https://auto.8891.com.tw/usedauto-infos-3457347.html?display__sale_code=&flow_id=5ce48255-7106-4c73-8610-0ad6d28899f5,https://p2.8891.com.tw/2023/04/01/1680319394483546_440_330.jpg
2003,台中市,Mitsubishi Varica/威利,1.2L,11.5萬,16.8萬km,159,https://auto.8891.com.tw/usedauto-infos-3442994.html?display__sale_code=&flow_id=2e98aaaa-d69e-45a0-bd5f-537acb98ba12,https://p2.8891.com.tw/2022/12/23/0/1671803982473660_440_330.jpg
2003,高雄市,Mitsubishi Freeca/世界車,2.0L,7.8萬,19.0萬km,117,https://auto.8891.com.tw/usedauto-infos-3423349.html?display__sale_code=&flow_id=e527613b-72bb-467c-85cc-d7022fe2eb16,https://p1.8891.com.tw/2023/03/09/2/1678328430155509_440_330.jpg
2003,台北市,Mitsubishi Lancer,1.8L,6.9萬,15.0萬km,200,https://auto.8891.com.tw/usedauto-infos-3428830.html?display__sale_code=&flow_id=b21a4fff-1153-4003-aafd-415ed0b6b06a,https://p2.8891.com.tw/2022/09/01/1662021895045122_440_330.jpg
2003,高雄市,Mitsubishi Canter/堅達,2.8L,29.6萬,40.1萬km,42,https://auto.8891.com.tw/usedauto-infos-3445105.html?display__sale_code=&flow_id=de7e604c-a28d-4632-a1cf-fb5c1f79e210,https://p1.8891.com.tw/2023/03/20/1679278732632457_440_330.jpg
2003,彰化縣,Mitsubishi Space Gear,2.4L,22.8萬,25.0萬km,212,https://auto.8891.com.tw/usedauto-infos-3443302.html?display__sale_code=&flow_id=6c0b0688-070a-4eef-908f-fb1ebf70405d,https://p2.8891.com.tw/2022/06/10/1654869818615782_440_330.jpg
2003,桃園市,Mitsubishi Space Gear,2.4L,16.8萬,16.0萬km,648,https://auto.8891.com.tw/usedauto-infos-3421205.html?display__sale_code=&flow_id=84f282bb-9bbb-4f9d-9c99-d65e1d77744d,https://p2.8891.com.tw/2023/02/25/0/1677330513747424_440_330.jpg
2003,桃園市,Mitsubishi Challenger/挑戰者,3.0L,35.1萬,29.5萬km,339,https://auto.8891.com.tw/usedauto-infos-3443996.html?display__sale_code=9005002&flow_id=9ae6df6b-89c0-43a3-9d99-1b3a91dc72b5,https://p2.8891.com.tw/2023/03/18/1679125597298758_440_330.jpg
2003,新北市,Mitsubishi Canter/堅達,2.8L,30萬,27.5萬km,237,https://auto.8891.com.tw/usedauto-infos-3423332.html?display__sale_code=9005001&flow_id=5aaf828a-c706-49b1-8f99-b45808631151,https://p1.8891.com.tw/2022/08/19/1660897570016459_440_330.jpg
2003,桃園市,Mitsubishi Space Gear,2.4L,18.8萬,9.3萬km,742,https://auto.8891.com.tw/usedauto-infos-3381083.html?display__sale_code=&flow_id=9b9ef15b-0b35-42d0-bd50-7ef9ca7a75d7,https://p1.8891.com.tw/2023/03/30/1680166132763571_440_330.jpg
2003,屏東縣,Mitsubishi Virage/威拉吉,1.8L,8萬,27.0萬km,89,https://auto.8891.com.tw/usedauto-infos-3447773.html?display__sale_code=9005003&flow_id=9357998b-01ff-4bcd-8003-d335d19c0b8f,https://p1.8891.com.tw/2022/11/09/1667960550939909_440_330.jpg
