年份,縣市,車款,排氣量,售價,里程數,瀏覽率,連結,圖片連結
1999,苗栗縣,Honda Civic K8,1.6L,10萬,20.1萬km,272,https://auto.8891.com.tw/usedauto-infos-3441205.html?display__sale_code=&flow_id=8cc085be-94db-4195-b14a-b62035d20911,https://p2.8891.com.tw/2023/03/16/1678931310163650_440_330.jpg
1999,新北市,Honda Civic,1.6L,4.8萬,17.2萬km,1557,https://auto.8891.com.tw/usedauto-infos-3400877.html?display__sale_code=&flow_id=8ff4c44e-3d53-4ad3-ad6d-4be2ac31818d,https://p1.8891.com.tw/2023/02/06/1675685726664271_440_330.jpg
1999,桃園市,Honda Civic K8,1.6L,13.8萬,17.0萬km,701,https://auto.8891.com.tw/usedauto-infos-3445330.html?display__sale_code=&flow_id=e1d0d555-f5ca-493c-84b7-fad4d69121ae,https://p1.8891.com.tw/2023/02/08/3/1675825331566919_440_330.jpg
2000,台北市,Honda CR-V,2.0L,9.5萬,12.8萬km,1532,https://auto.8891.com.tw/usedauto-infos-3404218.html?display__sale_code=&flow_id=84a5d9f1-3405-49ba-842d-561883a92467,https://p1.8891.com.tw/2023/02/09/2/1675931882787825_440_330.jpg
2000,桃園市,Honda Civic K8,1.6L,3.5萬,12.0萬km,721,https://auto.8891.com.tw/usedauto-infos-3432876.html?display__sale_code=&flow_id=e953c24e-d7c8-4afb-bd91-623c4b82ea08,https://p1.8891.com.tw/2023/03/08/1678275378384155_440_330.jpg
2000,新北市,Honda Civic K8,1.6L,6.8萬,19.0萬km,1540,https://auto.8891.com.tw/usedauto-infos-3413798.html?display__sale_code=&flow_id=2c446ebe-1939-4007-abd1-d800e4151f4e,https://p1.8891.com.tw/2021/04/08/1617863495741125_440_330.jpg
2000,桃園市,Honda Civic K8,1.6L,9.8萬,10.0萬km,708,https://auto.8891.com.tw/usedauto-infos-3450404.html?display__sale_code=&flow_id=3979e420-7830-423f-8a18-a667876f0f58,https://p2.8891.com.tw/2023/03/24/1679660168542624_440_330.jpg
2000,桃園市,Honda Civic K8,1.6L,15.8萬,23.0萬km,5365,https://auto.8891.com.tw/usedauto-infos-3342746.html?display__sale_code=9005003&flow_id=70a8a724-6e0a-4640-8215-f8ba33ccd6f9,https://p2.8891.com.tw/2022/12/07/1670404816474244_440_330.jpg
2000,桃園市,Honda Civic K8,1.6L,12.8萬,19.0萬km,2019,https://auto.8891.com.tw/usedauto-infos-3427271.html?display__sale_code=&flow_id=66e19b46-5616-440e-b61e-341e8294d5e1,https://p2.8891.com.tw/2023/03/07/1678195683532310_440_330.jpg
2000,桃園市,Honda Civic K8,1.6L,9.8萬,10.0萬km,3408,https://auto.8891.com.tw/usedauto-infos-3409194.html?display__sale_code=&flow_id=cc86b9e8-bbea-4362-a41b-b710fa7b8adf,https://p2.8891.com.tw/2022/11/14/1668418285521206_440_330.jpg
2000,桃園市,Honda Civic K8,1.6L,4.8萬,15.0萬km,1829,https://auto.8891.com.tw/usedauto-infos-3426361.html?display__sale_code=&flow_id=8cb60f1d-0f18-4373-af4e-d6f1b8b884b4,https://p1.8891.com.tw/2018/12/02/7/1543735153093919_440_330.jpg
2000,新北市,Honda Accord,2.0L,7.8萬,15.0萬km,273,https://auto.8891.com.tw/usedauto-infos-3447656.html?display__sale_code=&flow_id=89b91fb3-f60c-43fb-b7f2-a61488db7e70,https://p2.8891.com.tw/2023/03/22/1/1679456785789678_440_330.jpg
2000,新竹縣,Honda Ferio,1.7L,6.8萬,25.8萬km,91,https://auto.8891.com.tw/usedauto-infos-3450424.html?display__sale_code=&flow_id=a2076161-849f-4ee0-9ec4-cecffd592343,https://p2.8891.com.tw/2020/08/25/1598324822789798_440_330.jpg
2000,新北市,Honda Civic K8,1.6L,8.8萬,26.0萬km,1103,https://auto.8891.com.tw/usedauto-infos-3423111.html?display__sale_code=&flow_id=3f5c3b10-a2d2-4f42-b495-be7dc2b289fe,https://p1.8891.com.tw/2022/11/20/1668921421912003_440_330.jpg
2000,新北市,Honda Civic K8,1.6L,5.8萬,20.0萬km,1281,https://auto.8891.com.tw/usedauto-infos-3426251.html?display__sale_code=&flow_id=71f1ae6a-f674-42ac-894b-f76ffb597b71,https://p1.8891.com.tw/2021/04/18/1618723404435763_440_330.jpg
2000,新北市,Honda Civic K8,1.6L,8.8萬,15.0萬km,552,https://auto.8891.com.tw/usedauto-infos-3453729.html?display__sale_code=9005002&flow_id=c5380326-c3d7-4f68-be8a-535fe7176503,https://p2.8891.com.tw/2023/03/28/1679992372376344_440_330.jpg
2001,嘉義縣,Honda Ferio,1.7L,8.8萬,14.0萬km,313,https://auto.8891.com.tw/usedauto-infos-3431245.html?display__sale_code=&flow_id=23bfcf78-8966-4c06-9cfe-a686b24c2cdb,https://p2.8891.com.tw/2022/12/15/1671085637646096_440_330.jpg
2001,台中市,Honda Stream,2.0L,25.8萬,18.0萬km,216,https://auto.8891.com.tw/usedauto-infos-3453281.html?display__sale_code=&flow_id=532cf1f7-fbfc-46ee-a4e6-95958882937e,https://p2.8891.com.tw/2023/03/13/1678699996570388_440_330.jpg
2001,台南市,Honda Odyssey,3.5L,15.8萬,12.8萬km,708,https://auto.8891.com.tw/usedauto-infos-3402499.html?display__sale_code=&flow_id=bcfab8eb-ccd8-4993-8323-999f4dbd305d,https://p1.8891.com.tw/2020/07/23/0/1595491639844217_440_330.jpg
2001,新北市,Honda Ferio,1.7L,10.8萬,15.0萬km,95,https://auto.8891.com.tw/usedauto-infos-3448272.html?display__sale_code=&flow_id=eed35f02-273f-40c7-b11a-534dbc685082,https://p1.8891.com.tw/2022/12/10/1670661598679577_440_330.jpg
2001,台中市,Honda Ferio,1.7L,5.6萬,19.5萬km,212,https://auto.8891.com.tw/usedauto-infos-3451685.html?display__sale_code=&flow_id=d6506c11-95e8-4026-9f8d-8d34d39e10bf,https://p2.8891.com.tw/2023/03/26/1679817807657404_440_330.jpg
2001,台中市,Honda City,1.5L,6.8萬,16.6萬km,2142,https://auto.8891.com.tw/usedauto-infos-3285621.html?display__sale_code=9005002&flow_id=5ddd528d-69d1-488d-8c46-546aed1fa475,https://p1.8891.com.tw/2016/09/25/1/1474801808166785_440_330.jpg
2001,桃園市,Honda City,1.5L,6.8萬,6.8萬km,198,https://auto.8891.com.tw/usedauto-infos-3433033.html?display__sale_code=&flow_id=4167dc86-a236-4d74-8441-a97ce7cda06b,https://p1.8891.com.tw/2023/03/09/3/1678320956666737_440_330.jpg
2002,台北市,Honda Ferio,1.7L,12.8萬,6.0萬km,564,https://auto.8891.com.tw/usedauto-infos-3415454.html?display__sale_code=&flow_id=1924b493-179b-4ff2-8bb2-c6a1942fb571,https://p2.8891.com.tw/2023/02/20/1676871158804700_440_330.jpg
2002,高雄市,Honda Ferio,1.7L,12.8萬,19.6萬km,121,https://auto.8891.com.tw/usedauto-infos-3432506.html?display__sale_code=&flow_id=1fa4720b-3fb3-4932-8c73-dd6f203747bf,https://p2.8891.com.tw/2022/10/27/1666836400110860_440_330.jpg
2003,新北市,Honda CR-V,2.0L,12.8萬,22.0萬km,463,https://auto.8891.com.tw/usedauto-infos-3430104.html?display__sale_code=&flow_id=d50dfcd6-eb05-4793-ba44-bf4187b176a9,https://p1.8891.com.tw/2023/03/06/1678092091564601_440_330.jpg
2003,桃園市,Honda CR-V,2.0L,13.8萬,18.0萬km,259,https://auto.8891.com.tw/usedauto-infos-3436808.html?display__sale_code=&flow_id=53361588-6a68-4a9d-9a9a-4ae817a53172,https://p1.8891.com.tw/2023/03/12/1678607625254839_440_330.jpg
2003,桃園市,Honda CR-V,2.0L,12.8萬,14.0萬km,43,https://auto.8891.com.tw/usedauto-infos-3457595.html?display__sale_code=9005002&flow_id=54380684-d99f-427c-b808-42bafa311438,https://p1.8891.com.tw/2023/04/01/1680329957197363_440_330.jpg
2003,桃園市,Honda CR-V,2.0L,7.8萬,18.0萬km,361,https://auto.8891.com.tw/usedauto-infos-3445813.html?display__sale_code=&flow_id=93397b69-a556-498d-992e-0e4b3c71020d,https://p2.8891.com.tw/2023/03/20/1679301970556374_440_330.jpg
2003,台北市,Honda CR-V,2.0L,6.8萬,29.0萬km,299,https://auto.8891.com.tw/usedauto-infos-3444449.html?display__sale_code=&flow_id=e5247834-430d-46ed-bd92-813ddc742cfc,https://p2.8891.com.tw/2023/03/19/2/1679193024459928_440_330.jpg
2003,台北市,Honda CR-V,2.0L,11.8萬,26.8萬km,63,https://auto.8891.com.tw/usedauto-infos-3448942.html?display__sale_code=&flow_id=fa914e3f-1b97-45db-a693-03c7615d53b0,https://p1.8891.com.tw/2022/11/15/1668482698591593_440_330.jpg
2004,台北市,Honda CR-V,2.0L,8.8萬,16.3萬km,510,https://auto.8891.com.tw/usedauto-infos-3414455.html?display__sale_code=&flow_id=473d12a3-52cb-4f7b-8885-6995f9076909,https://p1.8891.com.tw/2023/02/22/1677070888657575_440_330.jpg
2004,台北市,Honda CR-V,2.0L,9.8萬,17.0萬km,237,https://auto.8891.com.tw/usedauto-infos-3435395.html?display__sale_code=&flow_id=6103b114-590b-40bd-859d-8d95ad6583c5,https://p2.8891.com.tw/2023/01/08/1673166299641756_440_330.jpg
2004,高雄市,Honda CR-V,2.0L,6.8萬,15.0萬km,392,https://auto.8891.com.tw/usedauto-infos-3438533.html?display__sale_code=&flow_id=4bf804af-8259-4545-9c7a-85df8f707c0e,https://p2.8891.com.tw/2023/03/14/1678758646540604_440_330.jpg
2004,台南市,Honda CR-V,2.0L,8.8萬,24.0萬km,435,https://auto.8891.com.tw/usedauto-infos-3443782.html?display__sale_code=&flow_id=8d348bf3-686d-4680-8350-cc0c65628624,https://p2.8891.com.tw/2023/03/18/9/1679116497765818_440_330.jpg
2004,高雄市,Honda S2000,2.2L,185萬,4.9萬km,221,https://auto.8891.com.tw/usedauto-infos-3456388.html?display__sale_code=&flow_id=c4a26eec-4659-424b-98fb-3241b753000e,https://p2.8891.com.tw/2023/03/31/1680241653530866_440_330.jpg
2004,高雄市,Honda CR-V,2.0L,18.8萬,12.0萬km,1038,https://auto.8891.com.tw/usedauto-infos-3418262.html?display__sale_code=9005001&flow_id=9ab2f319-55e2-423c-981a-f53f4f52cdba,https://p2.8891.com.tw/2023/02/22/1677079553777554_440_330.jpg
2004,新北市,Honda CR-V,2.0L,16.8萬,15.0萬km,38,https://auto.8891.com.tw/usedauto-infos-3448278.html?display__sale_code=&flow_id=5a294cc6-d277-4ec5-8dc0-8c8c745ac1be,https://p2.8891.com.tw/2022/12/24/1671875974647758_440_330.jpg
2004,新北市,Honda CR-V,2.0L,8.8萬,15.0萬km,74,https://auto.8891.com.tw/usedauto-infos-3449330.html?display__sale_code=&flow_id=3cc3b0c3-1181-43b8-aa67-c14630928716,https://p2.8891.com.tw/2021/03/11/1615438490539144_440_330.jpg
2004,新北市,Honda Accord,2.0L,8.8萬,16.0萬km,471,https://auto.8891.com.tw/usedauto-infos-3432535.html?display__sale_code=&flow_id=3f95d12d-1e02-43cb-9483-d9c776cc63d4,https://p2.8891.com.tw/2023/01/30/1675082387097824_440_330.jpg
2004,桃園市,Honda Accord,3.0L,6.8萬,15.0萬km,1737,https://auto.8891.com.tw/usedauto-infos-3389252.html?display__sale_code=9005005&flow_id=adbcdd78-ad4f-402f-bda4-af7c8d7ed5ba,https://p2.8891.com.tw/2022/11/23/1669174863838954_440_330.jpg
2004,嘉義市,Honda CR-V,2.0L,6萬,15.0萬km,148,https://auto.8891.com.tw/usedauto-infos-3452030.html?display__sale_code=&flow_id=b10031c7-fc37-4baa-ba90-ac76c574ce0c,https://p2.8891.com.tw/2023/03/27/1679884854641716_440_330.jpg
2004,新北市,Honda CR-V,2.0L,12.8萬,13.0萬km,123,https://auto.8891.com.tw/usedauto-infos-3436440.html?display__sale_code=&flow_id=8d6817d5-e016-4169-a638-fa1eada16467,https://p1.8891.com.tw/2023/03/16/0/1678935782186921_440_330.jpg
2004,新北市,Honda CR-V,2.0L,8.8萬,15.0萬km,128,https://auto.8891.com.tw/usedauto-infos-3442461.html?display__sale_code=&flow_id=c479f42a-37dd-48e8-a40b-94cf42c0e756,https://p1.8891.com.tw/2020/10/30/1604033345970591_440_330.jpg
2005,台中市,Honda CR-V,2.0L,12.8萬,17.6萬km,80,https://auto.8891.com.tw/usedauto-infos-3437153.html?display__sale_code=&flow_id=ae5b9e72-4505-47f6-afb2-e1235491858b,https://p1.8891.com.tw/2023/03/13/1678670875807439_440_330.jpg
2005,新北市,Honda CR-V,2.0L,16.8萬,20.6萬km,9,https://auto.8891.com.tw/usedauto-infos-3458398.html?display__sale_code=&flow_id=46ac8075-e4fc-42dc-a2ab-2e0a7cc44e93,https://p1.8891.com.tw/2023/04/02/1680410582474409_440_330.jpg
2005,桃園市,Honda Accord,2.0L,9.8萬,20.0萬km,528,https://auto.8891.com.tw/usedauto-infos-3419325.html?display__sale_code=&flow_id=778829e9-1d4e-4fb3-acfc-d55324f34a2a,https://p2.8891.com.tw/2023/02/24/1677171121313780_440_330.jpg
2005,桃園市,Honda CR-V,2.0L,8.8萬,12.0萬km,8,https://auto.8891.com.tw/usedauto-infos-3458580.html?display__sale_code=&flow_id=95fe7393-1c7e-4440-8479-a18ac27c62a2,https://p2.8891.com.tw/2023/04/02/1680421114803932_440_330.jpg
2005,台中市,Honda CR-V,2.0L,12.5萬,20.0萬km,133,https://auto.8891.com.tw/usedauto-infos-3447031.html?display__sale_code=&flow_id=2822ed29-cc32-4369-a21b-130e38a10fa2,https://p1.8891.com.tw/2023/03/21/1679388380203121_440_330.jpg
2005,新北市,Honda CR-V,2.0L,9.8萬,19.0萬km,73,https://auto.8891.com.tw/usedauto-infos-3454274.html?display__sale_code=9005002&flow_id=c2d08f99-c71c-455f-b93f-e9a5bcd77dd8,https://p2.8891.com.tw/2023/03/29/1680061175216730_440_330.jpg
2005,嘉義市,Honda CR-V,2.0L,3.8萬,12.5萬km,562,https://auto.8891.com.tw/usedauto-infos-3432360.html?display__sale_code=&flow_id=9033b590-c960-486f-9e0f-44d8e69ee146,https://p2.8891.com.tw/2023/03/08/1678260571669958_440_330.jpg
2005,新北市,Honda CR-V,2.0L,12.8萬,43.6萬km,165,https://auto.8891.com.tw/usedauto-infos-3428947.html?display__sale_code=&flow_id=548ba617-6ef8-4a5a-8623-bc026564658d,https://p1.8891.com.tw/2023/03/05/9/1678011053821893_440_330.jpg
2005,台北市,Honda CR-V,2.0L,12.8萬,17.7萬km,55,https://auto.8891.com.tw/usedauto-infos-3437152.html?display__sale_code=&flow_id=532aabe3-7672-4d31-b730-11a8a3d16605,https://p2.8891.com.tw/2023/03/13/1678670730343016_440_330.jpg
2005,高雄市,Honda Accord,2.0L,10.8萬,20.0萬km,22,https://auto.8891.com.tw/usedauto-infos-3456495.html?display__sale_code=&flow_id=84ace221-ef8a-4be1-b8ab-9282e5019dd5,https://p1.8891.com.tw/2023/03/31/1680243784897577_440_330.jpg
2005,高雄市,Honda CR-V,2.0L,16.8萬,15.5萬km,330,https://auto.8891.com.tw/usedauto-infos-3436734.html?display__sale_code=&flow_id=61e9ebe9-2dcd-4873-bfda-9cb2f940cbd4,https://p1.8891.com.tw/2022/11/09/1667990847799711_440_330.jpg
2005,台中市,Honda CR-V,2.0L,14.8萬,16.0萬km,663,https://auto.8891.com.tw/usedauto-infos-3379601.html?display__sale_code=&flow_id=c1f39413-2b92-4d5c-8368-dea5b4319551,https://p1.8891.com.tw/2023/01/11/1673426615301213_440_330.jpg
2005,新北市,Honda CR-V,2.0L,12.5萬,20.0萬km,303,https://auto.8891.com.tw/usedauto-infos-3415432.html?display__sale_code=&flow_id=6ab8635c-cbfe-4928-8fd6-7dbe820aef12,https://p1.8891.com.tw/2022/07/26/4/1658798297331197_440_330.jpg
2005,台北市,Honda Accord,3.0L,13.8萬,11.0萬km,1475,https://auto.8891.com.tw/usedauto-infos-3367413.html?display__sale_code=&flow_id=6264221d-f241-4e15-bcca-1785c6a58119,https://p1.8891.com.tw/2022/07/12/1657625106199783_440_330.jpg
2005,高雄市,Honda CR-V,2.0L,15.8萬,19.2萬km,144,https://auto.8891.com.tw/usedauto-infos-3429514.html?display__sale_code=&flow_id=27f2f3b3-ecae-422c-93dd-285562bac2e4,https://p2.8891.com.tw/2022/12/29/1672281823854320_440_330.jpg
2005,新北市,Honda CR-V,2.0L,8.8萬,13.0萬km,231,https://auto.8891.com.tw/usedauto-infos-3439788.html?display__sale_code=&flow_id=b5c604b3-c682-4405-9493-252d11382398,https://p2.8891.com.tw/2021/04/03/1617418312331224_440_330.jpg
2005,彰化縣,Honda CR-V,2.0L,11.8萬,24.0萬km,72,https://auto.8891.com.tw/usedauto-infos-3441350.html?display__sale_code=&flow_id=cead5d29-7e79-406a-a472-21f4ed62de9c,https://p2.8891.com.tw/2023/03/23/1679553581625224_440_330.jpg
2005,雲林縣,Honda Accord,2.0L,9.8萬,23.0萬km,27,https://auto.8891.com.tw/usedauto-infos-3457156.html?display__sale_code=&flow_id=4bcd3e2b-a6b7-4a2b-be98-944ffdae8b3e,https://p2.8891.com.tw/2023/03/31/1680276089503138_440_330.jpg
2005,台南市,Honda CR-V,2.0L,13.8萬,22.3萬km,17,https://auto.8891.com.tw/usedauto-infos-3456723.html?display__sale_code=&flow_id=fc73d3b2-95eb-4566-9e19-5a0b7458091f,https://p2.8891.com.tw/2023/03/31/0/1680249985268312_440_330.jpg
2005,新北市,Honda Accord,3.0L,12.8萬,22.0萬km,747,https://auto.8891.com.tw/usedauto-infos-3437150.html?display__sale_code=9005001&flow_id=25e2f842-4f02-4b7a-9fb7-ba0b21a718b1,https://p1.8891.com.tw/2022/11/08/1667875075836891_440_330.jpg
2005,新北市,Honda CR-V,2.0L,9.8萬,19.0萬km,127,https://auto.8891.com.tw/usedauto-infos-3442463.html?display__sale_code=&flow_id=c31fc80f-1115-4f63-b90c-1a7abc84c01d,https://p2.8891.com.tw/2021/04/03/1617419564315248_440_330.jpg
2005,高雄市,Honda CR-V,2.0L,9.8萬,25.5萬km,226,https://auto.8891.com.tw/usedauto-infos-3450467.html?display__sale_code=&flow_id=2befcdb6-9d5e-448a-be36-d9cce7313d59,https://p1.8891.com.tw/2023/03/24/1679665004614469_440_330.jpg
2006,新北市,Honda CR-V,2.0L,18.8萬,21.0萬km,418,https://auto.8891.com.tw/usedauto-infos-3451580.html?display__sale_code=&flow_id=3429f0ef-b447-45c1-91f9-95aded604c0b,https://p1.8891.com.tw/2023/03/26/1679809058191219_440_330.jpg
2006,高雄市,Honda Civic,1.8L,16.8萬,17.7萬km,162,https://auto.8891.com.tw/usedauto-infos-3402138.html?display__sale_code=&flow_id=046f49d3-bf8b-4dc5-a44b-39f217bcde6e,https://p2.8891.com.tw/2023/02/07/1/1675781096912686_440_330.jpg
2006,高雄市,Honda Civic,2.0L,19.8萬,22.0萬km,95,https://auto.8891.com.tw/usedauto-infos-3437372.html?display__sale_code=&flow_id=c63dd179-b54c-42fe-8f11-2d126df2c323,https://p1.8891.com.tw/2022/11/11/1668149344183311_440_330.jpg
2006,新竹市,Honda Civic,1.8L,12萬,23.0萬km,61,https://auto.8891.com.tw/usedauto-infos-3448169.html?display__sale_code=&flow_id=6aae42fa-0c46-4ab1-9978-a58685c33860,https://p1.8891.com.tw/2023/03/22/1679476473082185_440_330.jpg
2006,桃園市,Honda CR-V,2.0L,16.8萬,14.0萬km,344,https://auto.8891.com.tw/usedauto-infos-3420962.html?display__sale_code=&flow_id=50ce8e30-fbb0-4525-a79e-2172689da81d,https://p2.8891.com.tw/2023/02/25/1677315699155534_440_330.jpg
2006,台南市,Honda CR-V,2.0L,14.8萬,21.0萬km,69,https://auto.8891.com.tw/usedauto-infos-3450641.html?display__sale_code=9005001&flow_id=5a1d5420-662c-482f-8396-ed92e1b9d91a,https://p1.8891.com.tw/2023/03/25/1679712737735663_440_330.jpg
2006,桃園市,Honda Civic K12,1.8L,13.8萬,16.0萬km,21,https://auto.8891.com.tw/usedauto-infos-3454207.html?display__sale_code=&flow_id=8a99ebf2-6c11-4c06-ac81-dc55c9e59c01,https://p1.8891.com.tw/2022/07/06/1657082848153229_440_330.jpg
2006,桃園市,Honda CR-V,2.0L,15.8萬,16.0萬km,163,https://auto.8891.com.tw/usedauto-infos-3420942.html?display__sale_code=&flow_id=9e9d1629-120a-457a-83de-55e4635d7ce6,https://p2.8891.com.tw/2022/10/22/1666413202984956_440_330.jpg
2006,台中市,Honda Civic,1.8L,11.8萬,17.1萬km,259,https://auto.8891.com.tw/usedauto-infos-3438394.html?display__sale_code=9005001&flow_id=b0549d5e-6720-429a-a72f-53db7011883e,https://p2.8891.com.tw/2023/03/13/1678719661653926_440_330.jpg
2006,台中市,Honda CR-V,2.0L,12.8萬,16.8萬km,425,https://auto.8891.com.tw/usedauto-infos-3406894.html?display__sale_code=&flow_id=d624cb11-6448-4042-ad90-6663012c6a04,https://p2.8891.com.tw/2022/11/25/1669348459733206_440_330.jpg
2006,新北市,Honda Odyssey,3.5L,35.8萬,13.0萬km,234,https://auto.8891.com.tw/usedauto-infos-3443667.html?display__sale_code=&flow_id=dfd5e578-0105-47d0-9ad8-0a5bc3e661c7,https://p1.8891.com.tw/2023/01/16/1673845095282823_440_330.jpg
2006,高雄市,Honda Civic K12,1.8L,18.8萬,21.5萬km,106,https://auto.8891.com.tw/usedauto-infos-3407956.html?display__sale_code=&flow_id=2aba41fc-a8a7-4de2-89f3-85e6151be8c2,https://p1.8891.com.tw/2022/06/29/1656486333531375_440_330.jpg
2006,桃園市,Honda CR-V,2.0L,13.8萬,14.0萬km,375,https://auto.8891.com.tw/usedauto-infos-3421201.html?display__sale_code=&flow_id=e4ec3d74-f3eb-4017-b61f-dc99ea55f5a1,https://p2.8891.com.tw/2020/07/04/1593856921665600_440_330.jpg
2006,高雄市,Honda Civic K12,1.8L,19.8萬,12.0萬km,91,https://auto.8891.com.tw/usedauto-infos-3417109.html?display__sale_code=&flow_id=1b214502-a0c9-4570-9d35-b4891e0e6e5d,https://p1.8891.com.tw/2022/12/24/4/1671856577799329_440_330.jpg
2006,桃園市,Honda CR-V,2.0L,15.8萬,16.0萬km,74,https://auto.8891.com.tw/usedauto-infos-3436506.html?display__sale_code=&flow_id=de70b7c4-ca9a-4156-9389-2584cd7e12db,https://p1.8891.com.tw/2022/10/20/1666264647122477_440_330.jpg
2006,新北市,Honda Civic,2.0L,16.8萬,13.0萬km,501,https://auto.8891.com.tw/usedauto-infos-3429125.html?display__sale_code=3012001&flow_id=fd3084e9-4fbf-4c13-a5af-7a2780abe74f,https://p1.8891.com.tw/2023/01/03/1672758817548747_440_330.jpg
2006,桃園市,Honda Civic,1.8L,21.8萬,10.0萬km,361,https://auto.8891.com.tw/usedauto-infos-3417579.html?display__sale_code=&flow_id=6cd7d8be-3486-43f2-9422-9048f06bcf15,https://p2.8891.com.tw/2023/02/22/1677047060912146_440_330.jpg
2006,高雄市,Honda Civic,1.8L,17.8萬,21.0萬km,36,https://auto.8891.com.tw/usedauto-infos-3436438.html?display__sale_code=&flow_id=3421932b-53a6-440e-b7ac-a82cb5608c05,https://p1.8891.com.tw/2023/03/07/3/1678171980613573_440_330.jpg
2006,桃園市,Honda CR-V,2.0L,12.8萬,20.0萬km,149,https://auto.8891.com.tw/usedauto-infos-3417726.html?display__sale_code=&flow_id=b4506277-657a-4e88-948a-fe2a348c3bd4,https://p2.8891.com.tw/2022/11/24/1669260562539172_440_330.jpg
2006,桃園市,Honda Civic,1.8L,22.8萬,16.5萬km,141,https://auto.8891.com.tw/usedauto-infos-3381090.html?display__sale_code=&flow_id=5197c040-a1e9-4eba-9ca4-42b4e52b641a,https://p1.8891.com.tw/2022/09/18/1663493647140975_440_330.jpg
2006,高雄市,Honda Civic,1.8L,21.8萬,16.0萬km,24,https://auto.8891.com.tw/usedauto-infos-3436318.html?display__sale_code=&flow_id=7d4c162c-5842-4205-a432-88aef6db2bd9,https://p1.8891.com.tw/2023/01/10/1673346042884923_440_330.jpg
2006,新北市,Honda Civic K12,1.8L,19.8萬,18.0萬km,468,https://auto.8891.com.tw/usedauto-infos-3386090.html?display__sale_code=&flow_id=3326035a-b389-4d00-bb11-3abdd11ffa4a,https://p1.8891.com.tw/2022/04/12/1649737112700089_440_330.jpg
2006,台南市,Honda Civic K12,1.8L,16.8萬,20.9萬km,101,https://auto.8891.com.tw/usedauto-infos-3435850.html?display__sale_code=&flow_id=8f69712a-e0f4-4f30-99e5-13620566fe05,https://p2.8891.com.tw/2022/08/13/1660371476670986_440_330.jpg
2006,桃園市,Honda Civic K12,1.8L,6.8萬,15.0萬km,284,https://auto.8891.com.tw/usedauto-infos-3403840.html?display__sale_code=&flow_id=2b61681e-845f-4f6d-b899-16a5e05b887b,https://p1.8891.com.tw/2022/08/21/1661079599219907_440_330.jpg
