年份,縣市,車款,排氣量,售價,里程數,瀏覽率,連結,圖片連結
1996,台北市,BMW Z3 Roadster,1.9L,48.8萬,5.5萬km,935,https://auto.8891.com.tw/usedauto-infos-3425302.html?display__sale_code=&flow_id=af45cf31-0a54-4d9c-a9b1-cfb6cf858b0a,https://p1.8891.com.tw/2022/12/24/9/1671872209811179_440_330.jpg
1996,新北市,BMW 5-Series Sedan 528i,2.8L,8.5萬,21.0萬km,434,https://auto.8891.com.tw/usedauto-infos-3442090.html?display__sale_code=&flow_id=1ecc5508-0a4d-4e65-840b-75b7ddf712ee,https://p2.8891.com.tw/2023/03/16/1678961341038276_440_330.jpg
1996,新北市,BMW Z3 Coupe,1.9L,39.8萬,18.0萬km,765,https://auto.8891.com.tw/usedauto-infos-3435992.html?display__sale_code=9005012&flow_id=a111066e-7fb9-4bda-bff1-d26c39935a2d,https://p2.8891.com.tw/2023/03/11/1/1678521707530530_440_330.jpg
1996,台北市,BMW 5-Series Sedan 523i,2.5L,9.9萬,39.1萬km,573,https://auto.8891.com.tw/usedauto-infos-3447075.html?display__sale_code=&flow_id=c3d52f0b-096d-4bd0-8b14-2388c26fa301,https://p1.8891.com.tw/2023/03/21/1679389808946545_440_330.jpg
1997,台北市,BMW 3-Series Sedan 323i,2.5L,15.9萬,25.9萬km,925,https://auto.8891.com.tw/usedauto-infos-3433964.html?display__sale_code=&flow_id=c382fb7d-92e9-4587-8741-7396292aa3f6,https://p2.8891.com.tw/2023/03/09/1678355394514580_440_330.jpg
1997,桃園市,BMW Z3 M Roadster,1.9L,54.9萬,11.9萬km,1048,https://auto.8891.com.tw/usedauto-infos-3430535.html?display__sale_code=&flow_id=43b316c5-83be-4752-8406-5678d6a7d419,https://p1.8891.com.tw/2023/03/06/5/1678111055611973_440_330.jpg
1998,新北市,BMW 3-Series Sedan 318i,1.9L,7.5萬,21.7萬km,1093,https://auto.8891.com.tw/usedauto-infos-3405280.html?display__sale_code=&flow_id=c824a8c6-f292-4599-b582-b884958d5635,https://p1.8891.com.tw/2023/02/10/1676011587995755_440_330.jpg
1998,台北市,BMW 5-Series Sedan 520d,2.0L,9.8萬,19.0萬km,34,https://auto.8891.com.tw/usedauto-infos-3457738.html?display__sale_code=&flow_id=fe3974c3-dcd1-4d67-8f95-e88a302c551f,https://p1.8891.com.tw/2022/03/22/1647961183022379_440_330.jpg
2000,台中市,BMW 3-Series Sedan 318i,1.9L,10.8萬,23.0萬km,5798,https://auto.8891.com.tw/usedauto-infos-2728428.html?display__sale_code=&flow_id=9f790c8b-d875-4678-b1b0-0a6d00c9cd91,https://p2.8891.com.tw/2023/01/26/1674720080945474_440_330.jpg
2000,新北市,BMW 3-Series Sedan 318i,1.9L,15.8萬,12.0萬km,435,https://auto.8891.com.tw/usedauto-infos-3409101.html?display__sale_code=&flow_id=1c05d8b2-02e8-4bfb-8fbe-0f08971036d5,https://p2.8891.com.tw/2023/03/27/1679926641653606_440_330.jpg
2000,台中市,BMW 3-Series Sedan 330i,3.0L,11萬,21.5萬km,709,https://auto.8891.com.tw/usedauto-infos-3440565.html?display__sale_code=&flow_id=222dbe2a-97c1-4ef3-a3a2-c80ec028b300,https://p2.8891.com.tw/2021/06/27/8/1624796784589014_440_330.jpg
2001,台北市,BMW 5-Series Sedan 525i,2.5L,11.9萬,39.1萬km,789,https://auto.8891.com.tw/usedauto-infos-3436652.html?display__sale_code=&flow_id=afae4984-b38a-4c16-b21e-4f017afa220e,https://p2.8891.com.tw/2022/08/29/1661744956266884_440_330.jpg
2001,台中市,BMW M3 Coupe 手排版,3.2L,82.5萬,14.0萬km,2892,https://auto.8891.com.tw/usedauto-infos-3400961.html?display__sale_code=9005011&flow_id=6e0fb357-215d-4e20-93c2-a2b236761206,https://p1.8891.com.tw/2022/11/22/1669117198704479_440_330.jpg
2001,高雄市,BMW 7-Series 728i,2.8L,19.8萬,6.0萬km,2928,https://auto.8891.com.tw/usedauto-infos-3413522.html?display__sale_code=&flow_id=667951fc-a2ac-4f4e-94cd-ae9e1bc7bc71,https://p1.8891.com.tw/2023/02/18/1676674921534301_440_330.jpg
2001,台中市,BMW 3-Series Sedan 320i,2.2L,9.5萬,23.0萬km,538,https://auto.8891.com.tw/usedauto-infos-3437799.html?display__sale_code=&flow_id=adf55a54-59fb-47f2-be60-3811386c1de0,https://p2.8891.com.tw/2023/01/06/1672988283108008_440_330.jpg
2001,新北市,BMW 3-Series Coupe 330ci,3.0L,32萬,10.0萬km,1184,https://auto.8891.com.tw/usedauto-infos-3411691.html?display__sale_code=&flow_id=aca11fc4-e2da-42bc-b0f8-e943226a22ce,https://p1.8891.com.tw/2023/02/16/1/1676530260366105_440_330.jpg
2002,高雄市,BMW M3 Coupe,3.2L,146萬,12.3萬km,454,https://auto.8891.com.tw/usedauto-infos-3438326.html?display__sale_code=&flow_id=ba7bf796-f528-4a42-94a8-f101475538e8,https://p2.8891.com.tw/2023/02/11/1/1676058055911636_440_330.jpg
2002,台北市,BMW 7-Series 745Li,4.4L,9.8萬,22.0萬km,1152,https://auto.8891.com.tw/usedauto-infos-3399005.html?display__sale_code=&flow_id=b58a13cd-f2cb-4c4b-83d1-6d7f586bfc14,https://p1.8891.com.tw/2023/02/05/7/1675570067171615_440_330.jpg
2002,桃園市,BMW M3 Coupe 手排版,3.2L,168萬,25.0萬km,253,https://auto.8891.com.tw/usedauto-infos-3444911.html?display__sale_code=&flow_id=b1608d40-64be-4691-8f6e-648564d0721a,https://p1.8891.com.tw/2023/01/08/1673184246731549_440_330.jpg
2002,台中市,BMW M3 Coupe,3.2L,125.8萬,8.1萬km,2224,https://auto.8891.com.tw/usedauto-infos-3413243.html?display__sale_code=&flow_id=7fd98ab5-504e-4aa7-bbb5-b6f245eebfce,https://p1.8891.com.tw/2023/02/17/1676630381872541_440_330.jpg
2002,高雄市,BMW 5-Series Sedan 525iA,2.5L,8.8萬,35.2萬km,932,https://auto.8891.com.tw/usedauto-infos-3428752.html?display__sale_code=&flow_id=368be29b-52ab-4ae2-9d30-deef938d44da,https://p1.8891.com.tw/2023/03/05/1677999119262159_440_330.jpg
2002,新北市,BMW 5-Series Sedan 520i,2.2L,13.8萬,23.0萬km,779,https://auto.8891.com.tw/usedauto-infos-3410092.html?display__sale_code=&flow_id=364b6261-0fd3-4ec1-b116-1b27826ccf60,https://p1.8891.com.tw/2023/02/15/1676425181631387_440_330.jpg
2002,台北市,BMW X5 3.0i,3.0L,19.9萬,23.5萬km,678,https://auto.8891.com.tw/usedauto-infos-3436681.html?display__sale_code=&flow_id=06933dca-435c-4b69-912f-d56f64e2b0bf,https://p2.8891.com.tw/2023/03/12/1678600566443380_440_330.jpg
2002,嘉義縣,BMW X5 3.0i,3.0L,16.8萬,14.2萬km,344,https://auto.8891.com.tw/usedauto-infos-3398976.html?display__sale_code=&flow_id=130ebed2-9646-4ab1-8666-52860eae0ff3,https://p2.8891.com.tw/2022/12/05/1670224957584166_440_330.jpg
2002,嘉義縣,BMW 5-Series Sedan 525i,2.5L,13.8萬,10.0萬km,94,https://auto.8891.com.tw/usedauto-infos-3453959.html?display__sale_code=&flow_id=99faf3ca-ac45-4388-b6a7-86b8cade5b83,https://p2.8891.com.tw/2023/03/28/1680000160474124_440_330.jpg
2002,桃園市,BMW X5 3.0i,3.0L,9.8萬,15.0萬km,771,https://auto.8891.com.tw/usedauto-infos-3444341.html?display__sale_code=9005015&flow_id=6ae0395f-368a-4909-b166-a51f7052fe95,https://p2.8891.com.tw/2023/03/24/1679626263246328_440_330.jpg
2002,台中市,BMW 3-Series Coupe 325ci,2.5L,18.6萬,15.0萬km,6,https://auto.8891.com.tw/usedauto-infos-3458383.html?display__sale_code=&flow_id=fd406498-7a5c-4dff-a42d-590492cf5404,https://p1.8891.com.tw/2017/06/06/5/1496678968545671_440_330.jpg
2002,桃園市,BMW 3-Series Sedan 318i,2.0L,6萬,21.0萬km,530,https://auto.8891.com.tw/usedauto-infos-3436556.html?display__sale_code=&flow_id=2a3b1bae-2fe6-4ce8-a50c-137e45b0125f,https://p2.8891.com.tw/2021/06/17/1623921696759230_440_330.jpg
2002,高雄市,BMW 7-Series 735Li,3.6L,6.5萬,16.0萬km,669,https://auto.8891.com.tw/usedauto-infos-3428785.html?display__sale_code=&flow_id=8d52723e-c40e-4a73-a739-23a58d55a476,https://p1.8891.com.tw/2022/02/12/1644639547868453_440_330.jpg
2002,桃園市,BMW 3-Series Sedan 318i,2.0L,8.8萬,24.5萬km,92,https://auto.8891.com.tw/usedauto-infos-3454835.html?display__sale_code=&flow_id=495e8b29-25ba-4a41-aac8-1ec78eab3096,https://p1.8891.com.tw/2023/03/29/1680082256503509_440_330.jpg
2002,台南市,BMW 5-Series Sedan 525iA,2.5L,13.8萬,17.8萬km,81,https://auto.8891.com.tw/usedauto-infos-3451910.html?display__sale_code=&flow_id=a866d7f7-9765-4a99-a28b-92ed52a447ef,https://p2.8891.com.tw/2022/03/06/0/1646536565537800_440_330.jpg
2002,台北市,BMW 7-Series 735Li,3.6L,9.8萬,23.1萬km,223,https://auto.8891.com.tw/usedauto-infos-3437181.html?display__sale_code=&flow_id=2261167a-3646-4b63-9120-71187be3e22c,https://p1.8891.com.tw/2022/03/31/1648708985870943_440_330.jpg
2002,台北市,BMW 3-Series Touring 318i,2.0L,7.8萬,21.0萬km,563,https://auto.8891.com.tw/usedauto-infos-3429151.html?display__sale_code=&flow_id=4e36f779-d62d-4781-8514-2b89e8de5728,https://p2.8891.com.tw/2023/03/06/1678036585800796_440_330.jpg
2002,台北市,BMW 3-Series Sedan 318i,2.0L,15.8萬,19.0萬km,249,https://auto.8891.com.tw/usedauto-infos-3432537.html?display__sale_code=&flow_id=31de3d70-a897-4b0d-ace3-77a019b1e905,https://p2.8891.com.tw/2021/01/28/1611846696080748_440_330.jpg
2002,彰化縣,BMW X5 3.0i,3.0L,10萬,17.0萬km,517,https://auto.8891.com.tw/usedauto-infos-3428825.html?display__sale_code=&flow_id=76174c52-b1ef-4968-8088-35212b4d03b6,https://p2.8891.com.tw/2023/03/06/1/1678114667031848_440_330.jpg
2003,新北市,BMW 3-Series Sedan 320i,2.2L,15.8萬,16.0萬km,30,https://auto.8891.com.tw/usedauto-infos-3457202.html?display__sale_code=&flow_id=b790746b-e56e-4c06-ba74-91a27b9bec18,https://p1.8891.com.tw/2023/04/01/1680307923154201_440_330.jpg
2003,高雄市,BMW 5-Series Sedan 530i,3.0L,16.8萬,12.0萬km,35,https://auto.8891.com.tw/usedauto-infos-3458051.html?display__sale_code=&flow_id=850438a6-4686-49d7-ad38-7574b200b05e,https://p2.8891.com.tw/2023/03/02/1677745706817950_440_330.jpg
2003,新北市,BMW 3-Series Sedan 320i,2.2L,15.8萬,16.0萬km,64,https://auto.8891.com.tw/usedauto-infos-3454279.html?display__sale_code=&flow_id=3dae5ab0-8b04-415a-848f-c715f5134955,https://p1.8891.com.tw/2023/03/29/1680061142762945_440_330.jpg
2003,新北市,BMW 7-Series 735iL,3.6L,12.8萬,18.0萬km,182,https://auto.8891.com.tw/usedauto-infos-3440596.html?display__sale_code=&flow_id=8288ec39-a3d8-4e63-97f0-7055c622b7ea,https://p1.8891.com.tw/2023/03/15/1678871421071231_440_330.jpg
2003,台北市,BMW 7-Series 735Li,3.6L,9.9萬,24.1萬km,308,https://auto.8891.com.tw/usedauto-infos-3452302.html?display__sale_code=&flow_id=ad620f8f-4323-485f-8c2d-1a9d8afb26b7,https://p2.8891.com.tw/2022/12/22/1671701197145794_440_330.jpg
2003,台中市,BMW 3-Series Coupe 318ci,2.0L,12.5萬,22.0萬km,814,https://auto.8891.com.tw/usedauto-infos-3428302.html?display__sale_code=&flow_id=ee3771ad-aa56-4863-bf90-ca4ba149dc89,https://p2.8891.com.tw/2023/03/04/1677932182277226_440_330.jpg
2003,新北市,BMW 7-Series 735Li,3.6L,19.8萬,6.0萬km,449,https://auto.8891.com.tw/usedauto-infos-3396664.html?display__sale_code=&flow_id=87f8689a-6a13-41e0-9c1d-a7f7a8dc5da4,https://p2.8891.com.tw/2022/07/28/1658997567728398_440_330.jpg
2003,台中市,BMW 3-Series Coupe 318ci,2.0L,18.9萬,18.9萬km,535,https://auto.8891.com.tw/usedauto-infos-3422027.html?display__sale_code=&flow_id=b2cff3b3-b173-48f8-9077-6fbcb6a05d78,https://p1.8891.com.tw/2023/02/27/9/1677471156962643_440_330.jpg
2003,桃園市,BMW 3-Series Sedan 320i,2.2L,30萬,15.0萬km,68,https://auto.8891.com.tw/usedauto-infos-3438978.html?display__sale_code=&flow_id=caa9d6d2-a5b5-42ab-b13e-64d1fa50ddfd,https://p2.8891.com.tw/2023/03/14/1678776081668678_440_330.jpg
2003,桃園市,BMW X5 3.0i,3.0L,12.8萬,20.0萬km,713,https://auto.8891.com.tw/usedauto-infos-3426557.html?display__sale_code=&flow_id=668c4649-24a1-401b-be8d-0afef1ff348e,https://p2.8891.com.tw/2023/03/03/1677825169901486_440_330.jpg
2003,新北市,BMW 5-Series Sedan 525i,2.5L,16.7萬,11.0萬km,679,https://auto.8891.com.tw/usedauto-infos-3335774.html?display__sale_code=&flow_id=43d6c505-73fb-4be5-a291-eb2e22bb910c,https://p2.8891.com.tw/2022/07/15/1657854092860420_440_330.jpg
2003,台北市,BMW 5-Series Sedan 520iA,2.2L,17.9萬,11.8萬km,304,https://auto.8891.com.tw/usedauto-infos-3455740.html?display__sale_code=&flow_id=7a34fb05-60c1-485c-b2e2-bb286bc0dd8b,https://p1.8891.com.tw/2023/03/30/1680167455913063_440_330.jpg
2003,屏東縣,BMW M3 Coupe,3.2L,118.8萬,10.0萬km,532,https://auto.8891.com.tw/usedauto-infos-3442884.html?display__sale_code=&flow_id=82f9f391-280c-44e3-b4d3-c97e03b8aac2,https://p2.8891.com.tw/2023/03/17/1679036490808302_440_330.jpg
2003,台北市,BMW 3-Series Coupe 330ci,3.0L,22.8萬,19.0萬km,448,https://auto.8891.com.tw/usedauto-infos-3438427.html?display__sale_code=&flow_id=acdbdd35-d9b9-4eb4-93e7-53cdb577dce9,https://p1.8891.com.tw/2023/03/14/9/1678724294640939_440_330.jpg
2003,雲林縣,BMW 3-Series Sedan 318i,2.0L,13.8萬,22.0萬km,704,https://auto.8891.com.tw/usedauto-infos-3412156.html?display__sale_code=&flow_id=4a7a411f-0b58-4f94-8665-6b2b4b4fa5c6,https://p2.8891.com.tw/2023/02/16/5/1676543255800056_440_330.jpg
2003,台南市,BMW 5-Series Sedan 530i,3.0L,25.8萬,10.5萬km,98,https://auto.8891.com.tw/usedauto-infos-3451903.html?display__sale_code=&flow_id=1c970c00-b61c-4506-88f5-88cc4493492f,https://p2.8891.com.tw/2023/01/20/0/1674191982911208_440_330.jpg
2004,台北市,BMW 3-Series Sedan 330i,3.0L,22萬,17.2萬km,1123,https://auto.8891.com.tw/usedauto-infos-3421553.html?display__sale_code=&flow_id=1f3368e2-fcf6-439a-b38f-45e4e09fbd91,https://p1.8891.com.tw/2023/02/26/4/1677399421542159_440_330.jpg
2004,桃園市,BMW 5-Series Sedan 520i M Sport,2.0L,10.0萬,15.0萬km,649,https://auto.8891.com.tw/usedauto-infos-3432165.html?display__sale_code=&flow_id=340a7387-0823-4420-a8b4-8bae2d08867b,https://p1.8891.com.tw/2023/03/08/5/1678255148853923_440_330.jpg
2004,台中市,BMW 6-Series Coupe 645Ci,4.4L,25.8萬,12.9萬km,81,https://auto.8891.com.tw/usedauto-infos-3455202.html?display__sale_code=&flow_id=6e56e22e-830a-4f93-9b6c-3ceb2ac9f638,https://p2.8891.com.tw/2021/11/18/1637209324157708_440_330.jpg
2004,台中市,BMW 5-Series Sedan 525i,2.5L,18.8萬,14.0萬km,624,https://auto.8891.com.tw/usedauto-infos-3396551.html?display__sale_code=&flow_id=4a2b623c-43c0-4a8e-9358-b43564d31120,https://p1.8891.com.tw/2021/02/22/1613972805551713_440_330.jpg
2004,台中市,BMW 3-Series Sedan 320i,2.2L,16.5萬,20.0萬km,523,https://auto.8891.com.tw/usedauto-infos-3428293.html?display__sale_code=&flow_id=5e634eb3-5081-4369-9dbc-bdb7ecd06ace,https://p2.8891.com.tw/2023/03/04/1677931724092554_440_330.jpg
2004,高雄市,BMW 6-Series Coupe 645Ci,4.4L,26.8萬,15.0萬km,449,https://auto.8891.com.tw/usedauto-infos-3436807.html?display__sale_code=&flow_id=f9a4d8c4-9fb9-4b46-ae10-2147d724a288,https://p1.8891.com.tw/2023/02/10/1676013264102731_440_330.jpg
2004,彰化縣,BMW X3 3.0si,3.0L,29.8萬,15.8萬km,3,https://auto.8891.com.tw/usedauto-infos-3458099.html?display__sale_code=&flow_id=5926d3a7-d53f-4865-ae98-793476f8f022,https://p1.8891.com.tw/2022/04/26/1650957022687957_440_330.jpg
2004,桃園市,BMW X3 3.0si,3.0L,21萬,11.8萬km,331,https://auto.8891.com.tw/usedauto-infos-3430503.html?display__sale_code=&flow_id=5e260342-c304-48cf-bd34-c509c2cef82c,https://p1.8891.com.tw/2022/03/03/1646302768799167_440_330.jpg
2004,新北市,BMW 5-Series Sedan 525i,2.5L,15.8萬,20.0萬km,2219,https://auto.8891.com.tw/usedauto-infos-3359227.html?display__sale_code=&flow_id=eba46f9c-a24c-44a6-8d80-7f54cdca1bdc,https://p1.8891.com.tw/2023/01/02/1672653032120725_440_330.jpg
2004,桃園市,BMW 5-Series Sedan 520i,2.2L,11.8萬,14.0萬km,704,https://auto.8891.com.tw/usedauto-infos-3420589.html?display__sale_code=&flow_id=7d730876-4bda-4c31-8785-3953dd7b7eac,https://p1.8891.com.tw/2023/02/25/1/1677300657842359_440_330.jpg
2004,新北市,BMW 5-Series Sedan 530i,3.0L,18.5萬,16.0萬km,324,https://auto.8891.com.tw/usedauto-infos-3423153.html?display__sale_code=&flow_id=d28a1613-8cc2-4b65-acad-208e74b362b4,https://p1.8891.com.tw/2019/12/15/4/1576340248923519_440_330.jpg
2004,桃園市,BMW 6-Series Coupe 645Ci,4.4L,19.8萬,14.0萬km,2984,https://auto.8891.com.tw/usedauto-infos-3279699.html?display__sale_code=&flow_id=5e19dc18-8a7f-455b-b3e8-45a2ceb93fb3,https://p1.8891.com.tw/2021/01/18/3/1610942442068959_440_330.jpg
2004,高雄市,BMW 5-Series Sedan 520iA,2.2L,12.8萬,27.4萬km,22,https://auto.8891.com.tw/usedauto-infos-3457790.html?display__sale_code=&flow_id=f23b7e96-114a-45bb-b395-5e62289a61fb,https://p1.8891.com.tw/2023/04/01/1680336818344435_440_330.jpg
2004,新北市,BMW 3-Series Sedan 318i,2.0L,9.8萬,15.0萬km,544,https://auto.8891.com.tw/usedauto-infos-3429510.html?display__sale_code=&flow_id=d14d75ee-1d72-483d-a517-724aee7a13e8,https://p1.8891.com.tw/2021/04/16/1618570275939019_440_330.jpg
2004,彰化縣,BMW X5 3.0i,3.0L,38萬,9.9萬km,68,https://auto.8891.com.tw/usedauto-infos-3454266.html?display__sale_code=&flow_id=8a04c819-2be9-431a-8262-92bd194fc36c,https://p1.8891.com.tw/2021/04/17/1618631837192663_440_330.jpg
2004,桃園市,BMW 6-Series 630i,3.0L,40萬,11.0萬km,306,https://auto.8891.com.tw/usedauto-infos-3449376.html?display__sale_code=&flow_id=d914d4d5-fb02-4cd7-9b20-81e3db210375,https://p2.8891.com.tw/2023/03/23/2/1679575614057836_440_330.jpg
2004,彰化縣,BMW 5-Series Sedan 530i,3.0L,28.8萬,14.5萬km,635,https://auto.8891.com.tw/usedauto-infos-3427357.html?display__sale_code=&flow_id=a6752202-2cf9-457e-a993-23cbe7f55c72,https://p2.8891.com.tw/2023/03/04/1677866186276330_440_330.jpg
2004,台中市,BMW X5 3.0i,3.0L,24萬,23.3萬km,802,https://auto.8891.com.tw/usedauto-infos-3332292.html?display__sale_code=&flow_id=e5306605-9c99-46bc-9c66-015a9fc3a48b,https://p2.8891.com.tw/2021/11/16/1637048611806874_440_330.jpg
2004,新北市,BMW 5-Series Sedan 530i,3.0L,12.8萬,18.3萬km,391,https://auto.8891.com.tw/usedauto-infos-3438898.html?display__sale_code=&flow_id=d569032f-efd9-4aac-8b81-649df08863d3,https://p1.8891.com.tw/2023/03/14/1678773212631881_440_330.jpg
2004,高雄市,BMW 5-Series Touring 525i,2.5L,39.8萬,22.0萬km,187,https://auto.8891.com.tw/usedauto-infos-3448681.html?display__sale_code=&flow_id=f9138e83-d93c-4366-bbba-9762c37bde07,https://p1.8891.com.tw/2023/03/05/1678017854447211_440_330.jpg
2005,台北市,BMW 1-Series Hatchback 120i,2.0L,22.8萬,15.0萬km,99,https://auto.8891.com.tw/usedauto-infos-3432363.html?display__sale_code=&flow_id=450be45b-d0b4-426a-a646-cd9b0ff77b65,https://p1.8891.com.tw/2023/03/08/1678260676925523_440_330.jpg
2005,台中市,BMW 5-Series Touring 530i,3.0L,58.8萬,22.5萬km,628,https://auto.8891.com.tw/usedauto-infos-3416851.html?display__sale_code=&flow_id=b380fed3-2a70-4b97-b1ad-88bc26376e08,https://p2.8891.com.tw/2020/02/26/6/1582705353307286_440_330.jpg
2005,高雄市,BMW 5-Series Sedan 523i,2.5L,19.8萬,24.6萬km,1745,https://auto.8891.com.tw/usedauto-infos-3340302.html?display__sale_code=&flow_id=ecffee31-3eac-453e-be97-5ed96abdcf60,https://p2.8891.com.tw/2022/12/05/1670230635887220_440_330.jpg
2005,桃園市,BMW 1-Series Hatchback 120i,2.0L,21.9萬,7.0萬km,457,https://auto.8891.com.tw/usedauto-infos-3447227.html?display__sale_code=9005011&flow_id=12439ca3-f049-4c76-998d-7acd8d7b1bc2,https://p2.8891.com.tw/2023/03/21/1679393567185800_440_330.jpg
2005,台中市,BMW 3-Series Coupe 318ci,2.0L,19.8萬,17.0萬km,140,https://auto.8891.com.tw/usedauto-infos-3451933.html?display__sale_code=&flow_id=cf15570c-acce-4d8c-aa86-69d6e37c0926,https://p2.8891.com.tw/2023/03/27/3/1679847049323464_440_330.jpg
2005,桃園市,BMW 3-Series Sedan 320i,2.0L,12.8萬,15.0萬km,1108,https://auto.8891.com.tw/usedauto-infos-3349481.html?display__sale_code=&flow_id=d391938f-9fea-40c6-9135-67d66291d3d1,https://p2.8891.com.tw/2022/05/17/1652767859070958_440_330.jpg
2005,新北市,BMW 5-Series Sedan 520i,2.2L,17.5萬,20.0萬km,367,https://auto.8891.com.tw/usedauto-infos-3416271.html?display__sale_code=&flow_id=0da08f22-d54c-4ee5-a05d-1ca6f2773318,https://p1.8891.com.tw/2023/02/28/4/1677557111179355_440_330.jpg
2005,桃園市,BMW X5 3.0i,3.0L,22.8萬,13.0萬km,198,https://auto.8891.com.tw/usedauto-infos-3448428.html?display__sale_code=&flow_id=b89ca8ee-7b51-475b-865f-4f25b0c98acd,https://p2.8891.com.tw/2023/03/24/6/1679655598082878_440_330.jpg
2005,新北市,BMW 3-Series Sedan 323i,2.5L,19.8萬,13.2萬km,303,https://auto.8891.com.tw/usedauto-infos-3414942.html?display__sale_code=&flow_id=772c06fc-2e79-4abd-a1f8-5b245f1d95d4,https://p1.8891.com.tw/2021/01/04/1609738336644219_440_330.jpg
2005,桃園市,BMW 7-Series 730Li,3.0L,15.8萬,20.0萬km,1180,https://auto.8891.com.tw/usedauto-infos-3407825.html?display__sale_code=&flow_id=919651df-5a9e-48ea-8493-90bc89dc44c9,https://p2.8891.com.tw/2023/02/13/1676256140852044_440_330.jpg
