年份,縣市,車款,排氣量,售價,里程數,瀏覽率,連結,圖片連結
1997,新北市,Toyota Hiace,2.4L,14.8萬,27.0萬km,209,https://auto.8891.com.tw/usedauto-infos-3446784.html?display__sale_code=&flow_id=c846c5df-e081-4634-ba68-afb9a704b072,https://p2.8891.com.tw/2023/03/21/1679379747414392_440_330.jpg
1997,新北市,Toyota Hiace,2.4L,7.8萬,30.0萬km,636,https://auto.8891.com.tw/usedauto-infos-3415603.html?display__sale_code=&flow_id=dda08e52-68a5-43cf-a865-7e8bddc32563,https://p2.8891.com.tw/2022/09/17/1663409887434148_440_330.jpg
1997,高雄市,Toyota Hiace,2.4L,17.8萬,142.7萬km,347,https://auto.8891.com.tw/usedauto-infos-3439519.html?display__sale_code=&flow_id=888fcf82-0007-4de7-91af-2acbbd50ed05,https://p1.8891.com.tw/2023/03/14/1678792354705309_440_330.jpg
1998,新北市,Toyota Tercel/托希爾,1.5L,3.5萬,13.5萬km,52,https://auto.8891.com.tw/usedauto-infos-3457164.html?display__sale_code=&flow_id=8f011309-469b-47c0-bff7-813bc4f019ac,https://p2.8891.com.tw/2023/03/31/0/1680278123641232_440_330.jpg
1998,台南市,Toyota Dyna,4.1L,20萬,27.0萬km,467,https://auto.8891.com.tw/usedauto-infos-3402268.html?display__sale_code=&flow_id=91e270e0-ffaf-4186-97e9-d0619962defb,https://p2.8891.com.tw/2023/02/08/6/1675822539079646_440_330.jpg
1998,台北市,Toyota Tercel/托希爾,1.5L,4.8萬,16.0萬km,515,https://auto.8891.com.tw/usedauto-infos-3431335.html?display__sale_code=&flow_id=74edee3b-a7d8-4596-aee8-87f4317f3905,https://p1.8891.com.tw/2023/03/07/1678180746506291_440_330.jpg
1999,台南市,Toyota Corolla,1.8L,7.8萬,18.0萬km,1041,https://auto.8891.com.tw/usedauto-infos-3397114.html?display__sale_code=&flow_id=3cf52865-0f14-4368-ae71-d4f58b8b8536,https://p1.8891.com.tw/2022/12/04/5/1670161383275277_440_330.jpg
1999,桃園市,Toyota Premio/普利迷歐,2.0L,3.8萬,30.0萬km,688,https://auto.8891.com.tw/usedauto-infos-3427264.html?display__sale_code=&flow_id=41524ac5-3f40-40a0-99dd-7b7f0b4c2094,https://p2.8891.com.tw/2023/03/07/1678195374060344_440_330.jpg
1999,新北市,Toyota Tercel/托希爾,1.5L,3.9萬,18.0萬km,2055,https://auto.8891.com.tw/usedauto-infos-3411573.html?display__sale_code=&flow_id=1280344e-0fb3-4bad-9e10-0cfe87f845d2,https://p2.8891.com.tw/2023/02/16/1676525688092606_440_330.jpg
1999,新竹市,Toyota Tercel/托希爾,1.5L,5.8萬,31.0萬km,36,https://auto.8891.com.tw/usedauto-infos-3455781.html?display__sale_code=&flow_id=e09a37c7-406c-4d1d-87ae-7d66604420c5,https://p1.8891.com.tw/2023/03/30/1680168424760771_440_330.jpg
1999,桃園市,Toyota Corolla,1.8L,9.8萬,25.0萬km,235,https://auto.8891.com.tw/usedauto-infos-3432206.html?display__sale_code=&flow_id=51936a05-7022-40fe-b720-417546be6973,https://p1.8891.com.tw/2021/10/14/6/1634186274526919_440_330.jpg
1999,新竹市,Toyota Tercel/托希爾,1.5L,5.8萬,32.0萬km,53,https://auto.8891.com.tw/usedauto-infos-3455656.html?display__sale_code=9005001&flow_id=882207b5-202d-495a-a4eb-65d6c13eda5b,https://p1.8891.com.tw/2023/03/30/1680164939931809_440_330.jpg
1999,桃園市,Toyota Tercel/托希爾,1.3L,8.8萬,24.0萬km,22,https://auto.8891.com.tw/usedauto-infos-3457554.html?display__sale_code=9005001&flow_id=90137cbd-c4aa-4fe3-b1ed-3d1678a2c296,https://p2.8891.com.tw/2023/04/01/1680328628543922_440_330.jpg
1999,桃園市,Toyota Hiace,2.7L,19.8萬,8.0萬km,678,https://auto.8891.com.tw/usedauto-infos-3411713.html?display__sale_code=&flow_id=2d8721c9-6c02-41e0-97db-88be359f581a,https://p1.8891.com.tw/2022/10/02/1664699893436209_440_330.jpg
1999,苗栗縣,Toyota Corolla,1.8L,9.8萬,26.0萬km,477,https://auto.8891.com.tw/usedauto-infos-3408320.html?display__sale_code=9005002&flow_id=6abb043e-2867-4d41-9bee-4efc46ef9f53,https://p2.8891.com.tw/2023/02/20/1676888100987420_440_330.jpg
1999,台北市,Toyota Premio/普利迷歐,1.6L,5.6萬,23.4萬km,460,https://auto.8891.com.tw/usedauto-infos-3423510.html?display__sale_code=&flow_id=dbaa8338-76d5-4165-99bc-67a4740bd244,https://p1.8891.com.tw/2022/12/26/8/1672055940877549_440_330.jpg
1999,新北市,Toyota Premio/普利迷歐,1.6L,6.2萬,25.0萬km,273,https://auto.8891.com.tw/usedauto-infos-3440017.html?display__sale_code=&flow_id=03f1a3db-c4e2-41a2-a8d1-6376f4150b57,https://p1.8891.com.tw/2023/03/15/1678853476146667_440_330.jpg
1999,桃園市,Toyota Hiace,2.7L,22.8萬,9.0萬km,361,https://auto.8891.com.tw/usedauto-infos-3415795.html?display__sale_code=&flow_id=e0f5824a-2af9-4894-bde5-329202abf0a3,https://p1.8891.com.tw/2022/10/18/1666089449287137_440_330.jpg
1999,台北市,Toyota Zace/瑞獅,1.8L,8.8萬,21.8萬km,373,https://auto.8891.com.tw/usedauto-infos-3441383.html?display__sale_code=9005003&flow_id=a52f962e-ca29-4d04-8023-d4fa84c70303,https://p2.8891.com.tw/2023/03/16/1678938989685116_440_330.jpg
2000,台中市,Toyota Corolla,1.8L,7.8萬,23.0萬km,12,https://auto.8891.com.tw/usedauto-infos-3458570.html?display__sale_code=&flow_id=19055b1b-c176-4b4c-835e-35146a11887f,https://p2.8891.com.tw/2023/04/02/1680420680866714_440_330.jpg
2000,桃園市,Toyota Zace/瑞獅,1.8L,9.5萬,21.0萬km,176,https://auto.8891.com.tw/usedauto-infos-3451681.html?display__sale_code=9005003&flow_id=918f3e4e-aab5-4200-b2e5-0bbdba5c3c5d,https://p1.8891.com.tw/2023/02/25/1677300325675057_440_330.jpg
2000,高雄市,Toyota Corolla,1.8L,14.5萬,13.0萬km,334,https://auto.8891.com.tw/usedauto-infos-3440966.html?display__sale_code=&flow_id=217f3eae-b315-4238-aacc-af8b7137add5,https://p1.8891.com.tw/2021/07/01/1625072052028773_440_330.jpg
2000,彰化縣,Toyota Corolla,1.8L,10.6萬,11.6萬km,952,https://auto.8891.com.tw/usedauto-infos-3417281.html?display__sale_code=&flow_id=eeda2920-a4fe-48d1-a2f0-337f91177a73,https://p1.8891.com.tw/2023/02/22/4/1677032990307037_440_330.jpg
2000,桃園市,Toyota Premio/普利迷歐,1.6L,4.6萬,14.0萬km,167,https://auto.8891.com.tw/usedauto-infos-3457576.html?display__sale_code=&flow_id=b8c5b000-1f12-4e95-a568-d0b0426ecb49,https://p2.8891.com.tw/2023/04/01/1680330643948314_440_330.jpg
2000,高雄市,Toyota Corolla,1.8L,15.8萬,7.9萬km,117,https://auto.8891.com.tw/usedauto-infos-3434993.html?display__sale_code=&flow_id=6055f2db-2418-4716-a42e-3b311e982bc2,https://p2.8891.com.tw/2021/05/29/1622274275345158_440_330.jpg
2000,新北市,Toyota Tercel/托希爾,1.5L,7.8萬,16.0萬km,137,https://auto.8891.com.tw/usedauto-infos-3448275.html?display__sale_code=&flow_id=a8b3c98a-92e9-4ae0-9e4b-92080be01f4a,https://p2.8891.com.tw/2022/11/30/1669778042817244_440_330.jpg
2000,新北市,Toyota Zace/瑞獅,1.8L,9.8萬,14.0萬km,83,https://auto.8891.com.tw/usedauto-infos-3454705.html?display__sale_code=&flow_id=2dfd3f39-4be6-46e8-b002-4c0e0398725f,https://p1.8891.com.tw/2023/03/29/1/1680077486195499_440_330.jpg
2000,新北市,Toyota Hiace,2.7L,22.8萬,19.1萬km,479,https://auto.8891.com.tw/usedauto-infos-3419114.html?display__sale_code=&flow_id=4d374183-c0bb-4a3b-b770-850c3b27f28a,https://p1.8891.com.tw/2023/02/23/1677148135552577_440_330.jpg
2000,新北市,Toyota Premio/普利迷歐,1.6L,4.8萬,37.0萬km,1083,https://auto.8891.com.tw/usedauto-infos-3399183.html?display__sale_code=&flow_id=a4a5b702-1fe8-4bb2-a0b2-2cca5523bfb9,https://p1.8891.com.tw/2023/02/05/3/1675583632345395_440_330.jpg
2000,新北市,Toyota Zace/瑞獅,1.8L,7.8萬,19.2萬km,152,https://auto.8891.com.tw/usedauto-infos-3440586.html?display__sale_code=&flow_id=b55dd11e-d409-47b7-a222-9b72f68d1a75,https://p2.8891.com.tw/2023/03/15/1678871163992890_440_330.jpg
2000,高雄市,Toyota Premio/普利迷歐,2.0L,6.8萬,16.9萬km,726,https://auto.8891.com.tw/usedauto-infos-3439528.html?display__sale_code=&flow_id=1896aa90-90a1-4e75-9e95-c237eaf466f7,https://p2.8891.com.tw/2023/03/14/1678793020184436_440_330.jpg
2001,屏東縣,Toyota Corolla Altis,1.8L,7.8萬,18.0萬km,157,https://auto.8891.com.tw/usedauto-infos-3447225.html?display__sale_code=&flow_id=89249458-2d01-4afe-ba3b-339f8bb9ec82,https://p2.8891.com.tw/2023/03/21/4/1679394508039450_440_330.jpg
2001,桃園市,Toyota Tercel/托希爾,1.3L,8.8萬,15.0萬km,1462,https://auto.8891.com.tw/usedauto-infos-3347519.html?display__sale_code=9005003&flow_id=c4904835-f4ee-4ab3-bd1f-e2ad24fc91c0,https://p1.8891.com.tw/2022/11/09/1667969541753597_440_330.jpg
2001,台中市,Toyota Corolla Altis,1.8L,4.8萬,42.0萬km,321,https://auto.8891.com.tw/usedauto-infos-3433924.html?display__sale_code=&flow_id=f240c576-a8bd-4ef3-9c44-62bf089d3be5,https://p1.8891.com.tw/2023/03/09/1678353603325327_440_330.jpg
2001,台中市,Toyota Premio/普利迷歐,1.6L,8.8萬,24.2萬km,512,https://auto.8891.com.tw/usedauto-infos-3425548.html?display__sale_code=9005002&flow_id=e7e8fb5a-e2d0-4b3f-b5d8-706ee058f14e,https://p2.8891.com.tw/2022/03/08/1646716840952198_440_330.jpg
2001,桃園市,Toyota Zace/瑞獅,1.8L,7萬,20.0萬km,241,https://auto.8891.com.tw/usedauto-infos-3429932.html?display__sale_code=&flow_id=12dedf4b-dca0-495b-bd21-d1f3fba161fa,https://p2.8891.com.tw/2023/03/06/3/1678088761056288_440_330.jpg
2001,新竹縣,Toyota Zace/瑞獅,1.8L,9.8萬,11.0萬km,23,https://auto.8891.com.tw/usedauto-infos-3457166.html?display__sale_code=&flow_id=95a961b7-6b60-4b87-99d7-06cb7991e326,https://p1.8891.com.tw/2023/03/31/6/1680278347653487_440_330.jpg
2001,台北市,Toyota Corolla Altis,1.6L,8.9萬,30.2萬km,470,https://auto.8891.com.tw/usedauto-infos-3444605.html?display__sale_code=&flow_id=46268e6a-6acd-474c-a0b7-197875187162,https://p1.8891.com.tw/2023/02/17/1676603231872723_440_330.jpg
2001,桃園市,Toyota Corolla Altis,1.8L,7.8萬,19.0萬km,103,https://auto.8891.com.tw/usedauto-infos-3454409.html?display__sale_code=9005005&flow_id=a20f61a6-e4a2-4d20-9771-fe344d31210d,https://p1.8891.com.tw/2023/03/31/1680231191835293_440_330.jpg
2001,台中市,Toyota Hiace,2.7L,26.8萬,21.2萬km,92,https://auto.8891.com.tw/usedauto-infos-3453607.html?display__sale_code=&flow_id=c0db62c4-f101-4eb3-97d9-3c809f4b72bb,https://p2.8891.com.tw/2023/02/16/1676524602791396_440_330.jpg
2001,台北市,Toyota Corolla Altis,1.8L,8.9萬,13.2萬km,654,https://auto.8891.com.tw/usedauto-infos-3406991.html?display__sale_code=&flow_id=85757bdd-df33-44a2-8208-83c41cc1703d,https://p1.8891.com.tw/2023/02/11/1676123819259055_440_330.jpg
2001,桃園市,Toyota Camry,2.2L,13.9萬,4.0萬km,1387,https://auto.8891.com.tw/usedauto-infos-3424266.html?display__sale_code=&flow_id=84ce9698-f308-4958-824f-69127fbc1248,https://p2.8891.com.tw/2023/03/01/1677663561403804_440_330.jpg
2002,桃園市,Toyota Zace/瑞獅,1.8L,9.1萬,26.0萬km,303,https://auto.8891.com.tw/usedauto-infos-3404554.html?display__sale_code=&flow_id=91b6e315-af67-456c-9b33-d36c6489f21d,https://p2.8891.com.tw/2023/02/09/1675941537853222_440_330.jpg
2002,台北市,Toyota Corolla Altis,1.8L,18.8萬,17.0萬km,2676,https://auto.8891.com.tw/usedauto-infos-3383508.html?display__sale_code=&flow_id=3f18e5ec-223f-4368-a8b1-0e772b1e47c3,https://p2.8891.com.tw/2023/01/15/1673774737531274_440_330.jpg
2002,台中市,Toyota Corolla Altis,1.8L,8.9萬,19.0萬km,440,https://auto.8891.com.tw/usedauto-infos-3434497.html?display__sale_code=&flow_id=f7314eb6-3bc4-4282-bbb5-6629c9c34893,https://p1.8891.com.tw/2021/11/07/1636254594618679_440_330.jpg
2002,高雄市,Toyota Camry,2.0L,8.5萬,12.3萬km,817,https://auto.8891.com.tw/usedauto-infos-3432717.html?display__sale_code=&flow_id=0135d40a-80d5-4888-b568-8150944bc34d,https://p2.8891.com.tw/2023/03/08/1678269379191340_440_330.jpg
2002,桃園市,Toyota Tercel/托希爾,1.5L,9.8萬,15.0萬km,24,https://auto.8891.com.tw/usedauto-infos-3457565.html?display__sale_code=&flow_id=93968b2c-140c-4964-96f5-1b0ec0d8db11,https://p1.8891.com.tw/2023/04/01/1680328880473647_440_330.jpg
2002,高雄市,Toyota Corolla Altis,1.8L,11萬,18.0萬km,214,https://auto.8891.com.tw/usedauto-infos-3406009.html?display__sale_code=&flow_id=235e7091-3c47-41a8-8082-ab19cd93364e,https://p2.8891.com.tw/2023/02/11/7/1676081090066022_440_330.jpg
2002,台中市,Toyota Corolla Altis,1.8L,6.8萬,10.0萬km,214,https://auto.8891.com.tw/usedauto-infos-3440158.html?display__sale_code=&flow_id=5cf1c046-ed78-407b-a888-6a1376f0a215,https://p1.8891.com.tw/2023/03/15/1678859211164579_440_330.jpg
2002,新北市,Toyota Camry,2.0L,6.5萬,24.0萬km,804,https://auto.8891.com.tw/usedauto-infos-3415391.html?display__sale_code=&flow_id=89482fec-313c-47e5-89dd-58250d40c1ab,https://p1.8891.com.tw/2023/01/01/4/1672571230540253_440_330.jpg
2002,嘉義市,Toyota Camry,2.0L,6.2萬,16.6萬km,291,https://auto.8891.com.tw/usedauto-infos-3408445.html?display__sale_code=&flow_id=f59c5a65-5bc6-4824-ab82-6219045f073a,https://p1.8891.com.tw/2023/02/13/1676275350251811_440_330.jpg
2002,台中市,Toyota Corolla Altis,1.8L,9.5萬,19.0萬km,88,https://auto.8891.com.tw/usedauto-infos-3435929.html?display__sale_code=&flow_id=4256d2cc-77c7-4de7-9116-854df971530d,https://p1.8891.com.tw/2023/03/11/1678519108516209_440_330.jpg
2002,屏東縣,Toyota Corolla Altis,1.8L,6.8萬,32.5萬km,327,https://auto.8891.com.tw/usedauto-infos-3442846.html?display__sale_code=&flow_id=5fe6da5a-cb2a-410c-9734-7973d8b27633,https://p2.8891.com.tw/2023/03/17/1679035627758272_440_330.jpg
2002,桃園市,Toyota Corolla Altis,1.6L,7.8萬,26.0萬km,109,https://auto.8891.com.tw/usedauto-infos-3436912.html?display__sale_code=&flow_id=8b157e3f-82ee-44d3-a61f-3e60b77355b7,https://p1.8891.com.tw/2023/03/12/1678613076855657_440_330.jpg
2002,新北市,Toyota Previa,2.4L,23.8萬,26.0萬km,442,https://auto.8891.com.tw/usedauto-infos-3450693.html?display__sale_code=9005002&flow_id=237c5a5e-9804-431b-80c1-975796c5ed1d,https://p1.8891.com.tw/2023/03/25/1679715838087601_440_330.jpg
2002,新竹市,Toyota Corolla Altis,1.8L,12.8萬,16.0萬km,37,https://auto.8891.com.tw/usedauto-infos-3452112.html?display__sale_code=9005001&flow_id=eec54e90-ccbf-409a-a8b5-6d3597706240,https://p1.8891.com.tw/2023/03/27/1679887296148609_440_330.jpg
2002,台南市,Toyota Zace/瑞獅,1.8L,14.5萬,12.0萬km,2326,https://auto.8891.com.tw/usedauto-infos-3002437.html?display__sale_code=9005002&flow_id=6a2380e0-cf6e-42f3-af12-f5638b35f65d,https://p2.8891.com.tw/2023/03/01/1677645648436444_440_330.jpg
2002,新竹市,Toyota Corolla Altis,1.8L,12.8萬,16.5萬km,24,https://auto.8891.com.tw/usedauto-infos-3451321.html?display__sale_code=&flow_id=8f245c99-8abc-420d-bcc7-a2d012e553b2,https://p1.8891.com.tw/2023/03/25/1679745142453119_440_330.jpg
2002,桃園市,Toyota Corolla Altis,1.8L,6.5萬,21.0萬km,328,https://auto.8891.com.tw/usedauto-infos-3434392.html?display__sale_code=9005003&flow_id=394ac5da-4e74-4e37-bc96-ecb5d65b826f,https://p2.8891.com.tw/2023/03/12/1678596111774218_440_330.jpg
2002,彰化縣,Toyota Zace/瑞獅,1.8L,13.8萬,14.3萬km,170,https://auto.8891.com.tw/usedauto-infos-3438305.html?display__sale_code=&flow_id=5354bfa5-c775-4c38-9540-901f359fb10a,https://p2.8891.com.tw/2023/03/13/1678710102720088_440_330.jpg
2002,新北市,Toyota Premio/普利迷歐,2.0L,4萬,13.7萬km,270,https://auto.8891.com.tw/usedauto-infos-3451743.html?display__sale_code=&flow_id=f9edca62-e806-4837-b729-290b8766dffb,https://p1.8891.com.tw/2023/03/26/1679821567184109_440_330.jpg
2002,彰化縣,Toyota Corolla Altis,1.8L,11.8萬,26.0萬km,60,https://auto.8891.com.tw/usedauto-infos-3444311.html?display__sale_code=&flow_id=6ef701f2-50e8-4b65-bbac-6a9829962663,https://p1.8891.com.tw/2022/09/21/1663762726207903_440_330.jpg
2002,台中市,Toyota Camry,2.0L,6.2萬,16.6萬km,248,https://auto.8891.com.tw/usedauto-infos-3424943.html?display__sale_code=&flow_id=cf6b13db-85ae-4a8b-a7ab-564e1520e31e,https://p2.8891.com.tw/2023/03/02/1677732429575142_440_330.jpg
2003,台北市,Toyota Camry,2.0L,8.8萬,24.0萬km,91,https://auto.8891.com.tw/usedauto-infos-3456536.html?display__sale_code=3012001&flow_id=3a757e75-d7ef-44f8-938d-544403d55e32,https://p2.8891.com.tw/2023/02/23/1677150970288970_440_330.jpg
2003,新竹縣,Toyota Corolla Altis,1.8L,11.8萬,21.0萬km,0,https://auto.8891.com.tw/usedauto-infos-3458164.html?display__sale_code=&flow_id=dc1e63a1-0f4b-46c6-8853-6a9d0b28482a,https://p1.8891.com.tw/2022/12/28/1672209784555347_440_330.jpg
2003,高雄市,Toyota Vios,1.5L,10.8萬,20.5萬km,492,https://auto.8891.com.tw/usedauto-infos-3409744.html?display__sale_code=&flow_id=f8fb3107-b80c-488a-a96d-a92ffbc9df10,https://p1.8891.com.tw/2023/02/14/1676365642996963_440_330.jpg
2003,新北市,Toyota Corolla Altis,1.8L,9.8萬,29.6萬km,932,https://auto.8891.com.tw/usedauto-infos-3373263.html?display__sale_code=&flow_id=f8607e7e-d518-4d4d-af1c-7690a4c2dda2,https://p1.8891.com.tw/2023/01/05/3/1672914057447661_440_330.jpg
2003,桃園市,Toyota Previa,2.4L,24.8萬,14.0萬km,1758,https://auto.8891.com.tw/usedauto-infos-3411679.html?display__sale_code=&flow_id=7a47dc79-65a5-48f8-a91d-8ef6a188e39b,https://p2.8891.com.tw/2020/07/04/1593869109940010_440_330.jpg
2003,高雄市,Toyota Corolla Altis,1.8L,9.8萬,34.0萬km,194,https://auto.8891.com.tw/usedauto-infos-3423309.html?display__sale_code=&flow_id=0b7c4bfb-887d-462f-b461-8b2f1449ea09,https://p1.8891.com.tw/2023/02/28/1677592729633355_440_330.jpg
2003,台北市,Toyota Camry,2.0L,6.8萬,13.0萬km,393,https://auto.8891.com.tw/usedauto-infos-3441974.html?display__sale_code=&flow_id=e59aa526-0178-452b-8bec-6abb9bbc014a,https://p2.8891.com.tw/2023/03/16/3/1678956695691486_440_330.jpg
2003,台北市,Toyota Vios,1.5L,10.8萬,2.5萬km,213,https://auto.8891.com.tw/usedauto-infos-3441225.html?display__sale_code=&flow_id=c41bd0c2-c26c-4986-962b-f40d9f4f1032,https://p1.8891.com.tw/2023/03/16/3/1678932493288939_440_330.jpg
2003,彰化縣,Toyota Corolla Altis,1.8L,8萬,23.0萬km,185,https://auto.8891.com.tw/usedauto-infos-3423073.html?display__sale_code=&flow_id=f11ac8d5-7636-423c-85ec-67223aaffc81,https://p1.8891.com.tw/2023/02/28/1677573255481183_440_330.jpg
2003,台北市,Toyota Vios,1.5L,9.8萬,5.4萬km,44,https://auto.8891.com.tw/usedauto-infos-3457719.html?display__sale_code=&flow_id=67e6e21b-54e2-49ba-a78a-31ade38477c7,https://p2.8891.com.tw/2023/04/01/1680333411743232_440_330.jpg
2003,嘉義市,Toyota Vios,1.5L,13.8萬,18.5萬km,121,https://auto.8891.com.tw/usedauto-infos-3431194.html?display__sale_code=&flow_id=e418ead9-9b72-44e7-858e-e373759a05e3,https://p2.8891.com.tw/2023/03/07/4/1678176995730808_440_330.jpg
2003,屏東縣,Toyota Zace/瑞獅,1.8L,11.8萬,23.0萬km,309,https://auto.8891.com.tw/usedauto-infos-3380407.html?display__sale_code=&flow_id=fee500e5-b592-45b9-84fe-5250e3ccdfec,https://p1.8891.com.tw/2023/01/12/1673502683213585_440_330.jpg
2003,台南市,Toyota Zace/瑞獅,1.8L,12.8萬,15.0萬km,458,https://auto.8891.com.tw/usedauto-infos-3408479.html?display__sale_code=&flow_id=f943dbc4-defa-4e81-bd98-e404c1a75d4f,https://p1.8891.com.tw/2023/02/13/1676276214912833_440_330.jpg
2003,台中市,Toyota Zace/瑞獅,1.8L,13.8萬,27.0萬km,270,https://auto.8891.com.tw/usedauto-infos-3407390.html?display__sale_code=&flow_id=bb67abcb-1541-41c3-97eb-db42137a50d4,https://p2.8891.com.tw/2022/08/13/1660363926779030_440_330.jpg
2003,台中市,Toyota Vios,1.5L,12萬,20.0萬km,74,https://auto.8891.com.tw/usedauto-infos-3439123.html?display__sale_code=&flow_id=acdfebff-ded1-49dd-8069-245d0ad1545c,https://p2.8891.com.tw/2023/03/14/1678779821647484_440_330.jpg
2003,新北市,Toyota Corolla Altis,1.8L,11.8萬,16.0萬km,762,https://auto.8891.com.tw/usedauto-infos-3408060.html?display__sale_code=&flow_id=be1a4b75-6baa-4598-9fbf-4539d96d79d5,https://p2.8891.com.tw/2023/02/13/1676277520502762_440_330.jpg
2003,彰化縣,Toyota Hiace,2.7L,22.5萬,25.0萬km,11,https://auto.8891.com.tw/usedauto-infos-3458220.html?display__sale_code=&flow_id=9bd91acd-ace0-4876-a922-23b990e6399d,https://p2.8891.com.tw/2023/03/03/1677774953268760_440_330.jpg
2003,桃園市,Toyota Corolla Altis,1.8L,13.8萬,15.1萬km,81,https://auto.8891.com.tw/usedauto-infos-3402248.html?display__sale_code=&flow_id=4aa8e0c7-1727-4e93-937e-fddab43543e7,https://p1.8891.com.tw/2022/11/21/1669016235148457_440_330.jpg
2003,基隆市,Toyota Vios,1.5L,6.5萬,18.0萬km,362,https://auto.8891.com.tw/usedauto-infos-3434925.html?display__sale_code=&flow_id=db3e6570-cacb-484f-bc53-f9d51934ff27,https://p1.8891.com.tw/2023/03/10/1678433300124303_440_330.jpg
2003,桃園市,Toyota Zace/瑞獅,2.4L,14.5萬,12.0萬km,201,https://auto.8891.com.tw/usedauto-infos-3443840.html?display__sale_code=&flow_id=ad2f24ec-87e0-4ac5-ba6c-2054bcb1e47e,https://p2.8891.com.tw/2022/10/24/6/1666609133066956_440_330.jpg
2003,台北市,Toyota Camry,2.0L,11.8萬,9.7萬km,80,https://auto.8891.com.tw/usedauto-infos-3456738.html?display__sale_code=9005003&flow_id=faa8b132-0ec5-4543-8bfe-b13965e6bc86,https://p1.8891.com.tw/2023/03/31/1680251671925705_440_330.jpg
